episode,step,reward
225,8,0.145872
225,9,0.136722
225,10,0.154491
225,11,0.173854
225,12,0.217808
225,13,0.204724
225,14,0.067856
225,15,0.122272
226,1,0.074782
226,2,0.028837
226,3,0.037543
226,4,0.073184
226,5,0.092814
226,6,0.151202
226,7,0.130678
226,8,0.088240
226,9,0.085568
226,10,0.138424
226,11,0.163360
226,12,0.128236
226,13,0.187040
226,14,0.053397
226,15,0.139006
227,1,0.045863
227,2,0.170846
227,3,0.167567
227,4,0.089561
227,5,0.176669
227,6,0.167831
227,7,0.200571
227,8,0.141274
227,9,0.105857
227,10,0.092337
227,11,0.181900
227,12,0.140820
227,13,0.069566
227,14,0.143764
227,15,0.083455
228,1,0.225319
228,2,0.143083
228,3,0.145405
228,4,0.112373
228,5,0.137018
228,6,0.051465
228,7,0.149989
228,8,0.100651
228,9,0.120819
228,10,0.146050
228,11,0.057429
228,12,0.152175
228,13,0.143101
228,14,0.145954
228,15,0.031828
229,1,0.173854
229,2,0.200664
229,3,0.187969
229,4,0.140107
229,5,0.090260
229,6,0.163360
229,7,0.148535
229,8,0.034321
229,9,0.152580
229,10,0.200945
229,11,0.090445
229,12,0.136731
229,13,0.059367
229,14,0.083470
229,15,0.071688
230,1,0.164637
230,2,0.200957
230,3,0.073892
230,4,0.127927
230,5,0.135782
230,6,0.164968
230,7,0.208005
230,8,0.148728
230,9,0.018754
230,10,0.128484
230,11,0.049142
230,12,0.133388
230,13,0.053828
230,14,0.041376
230,15,0.079969
231,1,0.151202
231,2,0.072009
231,3,0.112074
231,4,0.141461
231,5,0.087851
231,6,0.163360
231,7,0.028203
231,8,0.148549
231,9,0.011545
231,10,0.149323
231,11,0.086656
231,12,0.028837
231,13,0.134218
231,14,0.126441
231,15,0.087026
232,1,0.074782
232,2,0.171998
232,3,0.203701
232,4,0.058013
232,5,0.203110
232,6,0.072631
232,7,0.150580
232,8,0.134790
232,9,0.059725
232,10,0.147602
232,11,0.163360
232,12,0.068502
232,13,0.083818
232,14,0.067607
232,15,0.014479
233,1,0.092595
233,2,0.019162
233,3,0.145091
233,4,0.141988
233,5,0.074765
233,6,0.092595
233,7,0.082317
233,8,0.097704
233,9,0.032414
233,10,0.090895
233,11,0.090445
233,12,0.078199
233,13,0.128222
233,14,0.144039
233,15,0.143922
234,1,0.163360
234,2,0.094768
234,3,0.141267
234,4,0.027432
234,5,0.138736
234,6,0.108952
234,7,0.122338
234,8,0.114769
234,9,0.212386
234,10,0.137503
234,11,0.173854
234,12,0.099636
234,13,0.085316
234,14,0.140185
234,15,0.139206
235,1,0.158614
235,2,0.114384
235,3,0.144036
235,4,0.077802
235,5,0.066872
235,6,0.076420
235,7,0.182206
235,8,0.103224
235,9,0.067999
235,10,0.068206
235,11,0.106620
235,12,0.010059
235,13,0.141195
235,14,0.146994
235,15,0.146487
236,1,0.121745
236,2,0.213567
236,3,0.066971
236,4,0.050256
236,5,0.107028
236,6,0.014025
236,7,0.060682
236,8,0.139855
236,9,0.150785
236,10,0.014025
236,11,0.163360
236,12,0.151596
236,13,0.129799
236,14,0.139800
236,15,0.055679
237,1,0.051465
237,2,0.163360
237,3,0.114058
237,4,0.111453
237,5,0.125135
237,6,0.160511
237,7,0.093628
237,8,0.157991
237,9,0.114599
237,10,0.105639
237,11,0.028049
237,12,0.139483
237,13,0.091425
237,14,0.141429
237,15,0.134279
238,1,0.092595
238,2,0.072257
238,3,0.143499
238,4,0.134250
238,5,0.118008
238,6,0.173854
238,7,0.140820
238,8,0.141132
238,9,0.136923
238,10,0.014683
238,11,0.163360
238,12,0.135059
238,13,0.196298
238,14,0.053741
238,15,0.075344
239,1,0.151202
239,2,0.130242
239,3,0.144743
239,4,0.136559
239,5,0.136138
239,6,0.098404
239,7,0.156914
239,8,0.030691
239,9,0.189752
239,10,0.179295
239,11,0.078570
239,12,0.130864
239,13,0.158765
239,14,0.135383
239,15,0.167714
240,1,0.151202
240,2,0.143498
240,3,0.146830
240,4,0.142553
240,5,0.141757
240,6,0.133388
240,7,0.162613
240,8,0.130588
240,9,0.124517
240,10,0.149772
240,11,0.151202
240,12,0.126076
240,13,0.092370
240,14,0.149681
240,15,0.145612
241,1,0.163360
241,2,0.114058
241,3,0.110964
241,4,0.166876
241,5,0.150406
241,6,0.163360
241,7,0.128236
241,8,0.017292
241,9,0.139496
241,10,0.142642
241,11,0.017813
241,12,0.181900
241,13,0.089798
241,14,0.141732
241,15,0.179349
242,1,0.116367
242,2,0.112165
242,3,0.165078
242,4,0.088852
242,5,0.142326
242,6,0.197447
242,7,0.146049
242,8,0.052968
242,9,0.153938
242,10,0.141757
242,11,0.173854
242,12,0.200664
242,13,0.198369
242,14,0.198790
242,15,0.148752
243,1,0.163360
243,2,0.033806
243,3,0.206541
243,4,0.151587
243,5,0.064955
243,6,0.041615
243,7,0.151355
243,8,0.137381
243,9,0.073737
243,10,0.073935
243,11,0.099043
243,12,0.075421
243,13,0.171886
243,14,0.090153
243,15,0.143309
244,1,0.158614
244,2,0.025623
244,3,0.070372
244,4,0.070845
244,5,0.134940
244,6,0.064956
244,7,0.219297
244,8,0.204726
244,9,0.203510
244,10,0.108240
244,11,0.098404
244,12,0.144922
244,13,0.030027
244,14,0.146342
244,15,0.107142
245,1,0.090757
245,2,0.130261
245,3,0.093628
245,4,0.202540
245,5,0.036839
245,6,0.151202
245,7,0.014025
245,8,0.124336
245,9,0.143058
245,10,0.135580
245,11,0.173854
245,12,0.147134
245,13,0.206098
245,14,0.201038
245,15,0.012811
246,1,0.163360
246,2,0.208005
246,3,0.145740
246,4,0.198987
246,5,0.134248
246,6,0.009217
246,7,0.053531
246,8,0.151544
246,9,0.142375
246,10,0.100034
246,11,0.173854
246,12,0.206552
246,13,0.211903
246,14,0.204061
246,15,0.204835
247,1,0.113172
247,2,0.198205
247,3,0.131819
247,4,0.016666
247,5,0.236058
247,6,0.163360
247,7,0.205406
247,8,0.093470
247,9,0.155017
247,10,0.065398
247,11,0.163360
247,12,0.059580
247,13,0.091958
247,14,0.146110
247,15,0.088221
248,1,0.151202
248,2,0.130242
248,3,0.032644
248,4,0.126657
248,5,0.149708
248,6,0.056789
248,7,0.127109
248,8,0.028837
248,9,0.158243
248,10,0.076197
248,11,0.133388
248,12,0.072257
248,13,0.057035
248,14,0.010865
248,15,0.130831
249,1,0.163360
249,2,0.193211
249,3,0.074803
249,4,0.167145
249,5,0.171378
249,6,0.090445
249,7,0.072009
249,8,0.107149
249,9,0.142119
249,10,0.168561
249,11,0.173854
249,12,0.140820
249,13,0.085905
249,14,0.142960
249,15,0.074941
250,1,0.108952
250,2,0.150442
250,3,0.058473
250,4,0.118060
250,5,0.133208
250,6,0.173854
250,7,0.056955
250,8,0.012811
250,9,0.125565
250,10,0.178585
250,11,0.064956
250,12,0.134362
250,13,0.123938
250,14,0.145054
250,15,0.141667
251,1,0.051465
251,2,0.064902
251,3,0.149004
251,4,0.202825
251,5,0.150636
251,6,0.119364
251,7,0.172304
251,8,0.141070
251,9,0.141332
251,10,0.132363
251,11,0.116367
251,12,0.210735
251,13,0.145548
251,14,0.145014
251,15,0.075215
252,1,0.090757
252,2,0.204432
252,3,0.206516
252,4,0.026836
252,5,0.142106
252,6,0.157441
252,7,0.146049
252,8,0.154541
252,9,0.131759
252,10,0.134979
252,11,0.102929
252,12,0.149989
252,13,0.075057
252,14,0.156393
252,15,0.145402
253,1,0.173854
253,2,0.085786
253,3,0.149597
253,4,0.203820
253,5,0.201006
253,6,0.151202
253,7,0.134207
253,8,0.159339
253,9,0.028837
253,10,0.141311
253,11,0.151202
253,12,0.061950
253,13,0.146735
253,14,0.142037
253,15,0.147674
254,1,0.173854
254,2,0.206552
254,3,0.114703
254,4,0.143152
254,5,0.135836
254,6,0.151202
254,7,0.130242
254,8,0.073737
254,9,0.138727
254,10,0.141160
254,11,0.155832
254,12,0.175935
254,13,0.057814
254,14,0.210610
254,15,0.195596
255,1,0.173854
255,2,0.140820
255,3,0.051465
255,4,0.155765
255,5,0.156757
255,6,0.151202
255,7,0.024084
255,8,0.141812
255,9,0.139897
255,10,0.165943
255,11,0.173854
255,12,0.140820
255,13,0.141132
255,14,0.136339
255,15,0.015351
256,1,0.163360
256,2,0.189981
256,3,0.206114
256,4,0.074538
256,5,0.044692
256,6,0.051465
256,7,0.099223
256,8,0.080618
256,9,0.138584
256,10,0.059037
256,11,0.105931
256,12,0.205795
256,13,0.152373
256,14,0.032954
256,15,0.163693
257,1,0.076420
257,2,0.019162
257,3,0.074772
257,4,0.146881
257,5,0.100982
257,6,0.163360
257,7,0.054478
257,8,0.204140
257,9,0.142822
257,10,0.136686
257,11,0.140018
257,12,0.007528
257,13,0.014178
257,14,0.058152
257,15,0.145073
258,1,0.106571
258,2,0.134515
258,3,0.138529
258,4,0.139960
258,5,0.124184
258,6,0.164637
258,7,0.164118
258,8,0.204855
258,9,0.042508
258,10,0.194531
258,11,0.105931
258,12,0.219590
258,13,0.070645
258,14,0.202275
258,15,0.100354
259,1,0.116367
259,2,0.104995
259,3,0.043778
259,4,0.158644
259,5,0.027086
259,6,0.060682
259,7,0.132175
259,8,0.181625
259,9,0.105774
259,10,0.150974
259,11,0.167831
259,12,0.087852
259,13,0.143274
259,14,0.091903
259,15,0.206499
260,1,0.173854
260,2,0.206552
260,3,0.201887
260,4,0.074580
260,5,0.117349
260,6,0.163360
260,7,0.090215
260,8,0.059638
260,9,0.094393
260,10,0.215738
260,11,0.173854
260,12,0.068949
260,13,0.109112
260,14,0.164022
260,15,0.106438
261,1,0.049142
261,2,0.203325
261,3,0.204629
261,4,0.201636
261,5,0.203669
261,6,0.106620
261,7,0.068292
261,8,0.141123
261,9,0.131305
261,10,0.144065
261,11,0.148185
261,12,0.073758
261,13,0.137753
261,14,0.152431
261,15,0.033806
262,1,0.105931
262,2,0.219590
262,3,0.142170
262,4,0.109719
262,5,0.148791
262,6,0.163360
262,7,0.208005
262,8,0.077066
262,9,0.127128
262,10,0.041615
262,11,0.028049
262,12,0.132610
262,13,0.188263
262,14,0.188159
262,15,0.133990
263,1,0.133388
263,2,0.148055
263,3,0.066372
263,4,0.142309
263,5,0.171021
263,6,0.076420
263,7,0.074782
263,8,0.157722
263,9,0.145043
263,10,0.017214
263,11,0.108952
263,12,0.159177
263,13,0.202895
263,14,0.166130
263,15,0.212469
264,1,0.163360
264,2,0.128236
264,3,0.123471
264,4,0.096416
264,5,0.091133
264,6,0.118170
264,7,0.211162
264,8,0.143953
264,9,0.142874
264,10,0.067137
264,11,0.163360
264,12,0.205406
264,13,0.140819
264,14,0.135192
264,15,0.134561
265,1,0.118170
265,2,0.149008
265,3,0.156673
265,4,0.054104
265,5,0.089605
265,6,0.055685
265,7,0.099645
265,8,0.054751
265,9,0.112730
265,10,0.146483
265,11,0.173854
265,12,0.200664
265,13,0.109917
265,14,0.141252
265,15,0.068327
266,1,0.133388
266,2,0.152020
266,3,0.146428
266,4,0.135647
266,5,0.142509
266,6,0.165226
266,7,0.130242
266,8,0.152180
266,9,0.139947
266,10,0.116869
266,11,0.163360
266,12,0.208005
266,13,0.148728
266,14,0.137928
266,15,0.077656
267,1,0.106620
267,2,0.157416
267,3,0.141512
267,4,0.104703
267,5,0.198784
267,6,0.151202
267,7,0.143498
267,8,0.146050
267,9,0.172888
267,10,0.071161
267,11,0.173854
267,12,0.206552
267,13,0.145683
267,14,0.050367
267,15,0.154039
268,1,0.163360
268,2,0.208005
268,3,0.148728
268,4,0.120221
268,5,0.137963
268,6,0.041615
268,7,0.155832
268,8,0.159123
268,9,0.092308
268,10,0.215573
268,11,0.163360
268,12,0.144722
268,13,0.202249
268,14,0.115239
268,15,0.133608
269,1,0.055685
269,2,0.163526
269,3,0.205339
269,4,0.159838
269,5,0.017187
269,6,0.051465
269,7,0.093628
269,8,0.151767
269,9,0.130068
269,10,0.149342
269,11,0.163360
269,12,0.114560
269,13,0.083199
269,14,0.077529
269,15,0.140575
270,1,0.151202
270,2,0.157722
270,3,0.140518
270,4,0.155133
270,5,0.138500
270,6,0.102929
270,7,0.149989
270,8,0.133590
270,9,0.098649
270,10,0.135466
270,11,0.155832
270,12,0.058382
270,13,0.100494
270,14,0.142432
270,15,0.061318
271,1,0.163360
271,2,0.208005
271,3,0.205998
271,4,0.198727
271,5,0.151987
271,6,0.072631
271,7,0.164968
271,8,0.058419
271,9,0.078715
271,10,0.144075
271,11,0.051465
271,12,0.107149
271,13,0.143014
271,14,0.142216
271,15,0.161304
272,1,0.137177
272,2,0.102929
272,3,0.163206
272,4,0.165797
272,5,0.159354
272,6,0.122484
272,7,0.211328
272,8,0.041615
272,9,0.014178
272,10,0.033806
272,11,0.151202
272,12,0.143498
272,13,0.012810
272,14,0.014025
272,15,0.069799
273,1,0.108952
273,2,0.159177
273,3,0.202895
273,4,0.087396
273,5,0.149412
273,6,0.173854
273,7,0.200664
273,8,0.204724
273,9,0.144968
273,10,0.137853
273,11,0.163360
273,12,0.087783
273,13,0.141572
273,14,0.150888
273,15,0.090333
274,1,0.173854
274,2,0.093794
274,3,0.153031
274,4,0.034360
274,5,0.197226
274,6,0.058607
274,7,0.154545
274,8,0.129471
274,9,0.134939
274,10,0.058134
274,11,0.163360
274,12,0.208005
274,13,0.148728
274,14,0.081494
274,15,0.155555
275,1,0.151202
275,2,0.143498
275,3,0.115181
275,4,0.118317
275,5,0.137415
275,6,0.163360
275,7,0.208005
275,8,0.148728
275,9,0.142404
275,10,0.137930
275,11,0.163360
275,12,0.142260
275,13,0.176286
275,14,0.174740
275,15,0.046537
276,1,0.163360
276,2,0.148366
276,3,0.150171
276,4,0.094849
276,5,0.138797
276,6,0.119364
276,7,0.162613
276,8,0.188452
276,9,0.121826
276,10,0.177325
276,11,0.151202
276,12,0.130242
276,13,0.141759
276,14,0.029796
276,15,0.068655
277,1,0.173854
277,2,0.026836
277,3,0.128009
277,4,0.138580
277,5,0.058531
277,6,0.137177
277,7,0.180350
277,8,0.143830
277,9,0.135624
277,10,0.138147
277,11,0.216102
277,12,0.156351
277,13,0.137209
277,14,0.089373
277,15,0.131594
278,1,0.173854
278,2,0.143083
278,3,0.026836
278,4,0.143445
278,5,0.136696
278,6,0.163360
278,7,0.028203
278,8,0.073965
278,9,0.145929
278,10,0.116596
278,11,0.151202
278,12,0.106913
278,13,0.069752
278,14,0.137678
278,15,0.061834
279,1,0.151202
279,2,0.157722
279,3,0.110541
279,4,0.172188
279,5,0.068761
279,6,0.164637
279,7,0.156351
279,8,0.198144
279,9,0.185369
279,10,0.088345
279,11,0.163360
279,12,0.128236
279,13,0.176286
279,14,0.144407
279,15,0.137555
280,1,0.216102
280,2,0.159342
280,3,0.127723
280,4,0.099034
280,5,0.135535
280,6,0.151202
280,7,0.041615
280,8,0.143498
280,9,0.092106
280,10,0.141204
280,11,0.098404
280,12,0.156914
280,13,0.222481
280,14,0.215358
280,15,0.058262
281,1,0.151202
281,2,0.134207
281,3,0.068417
281,4,0.067647
281,5,0.105465
281,6,0.173854
281,7,0.206552
281,8,0.211903
281,9,0.199599
281,10,0.133189
281,11,0.163360
281,12,0.205406
281,13,0.066971
281,14,0.109279
281,15,0.174458
282,1,0.173854
282,2,0.153306
282,3,0.203553
282,4,0.207528
282,5,0.210132
282,6,0.163360
282,7,0.028203
282,8,0.148549
282,9,0.162399
282,10,0.138977
282,11,0.164637
282,12,0.159342
282,13,0.086811
282,14,0.206320
282,15,0.205287
283,1,0.158614
283,2,0.084407
283,3,0.110408
283,4,0.074202
283,5,0.135113
283,6,0.173854
283,7,0.085786
283,8,0.140820
283,9,0.144843
283,10,0.144852
283,11,0.090445
283,12,0.113479
283,13,0.140655
283,14,0.158504
283,15,0.147375
284,1,0.163360
284,2,0.087783
284,3,0.178245
284,4,0.090634
284,5,0.017004
284,6,0.173854
284,7,0.142034
284,8,0.085774
284,9,0.075145
284,10,0.076809
284,11,0.119364
284,12,0.152020
284,13,0.159339
284,14,0.066398
284,15,0.159742
285,1,0.151202
285,2,0.157722
285,3,0.096117
285,4,0.015697
285,5,0.059471
285,6,0.076420
285,7,0.136731
285,8,0.158052
285,9,0.151650
285,10,0.063050
285,11,0.173854
285,12,0.200664
285,13,0.198766
285,14,0.018156
285,15,0.215449
286,1,0.173854
286,2,0.200664
286,3,0.140199
286,4,0.106851
286,5,0.149633
286,6,0.163360
286,7,0.208005
286,8,0.205998
286,9,0.203757
286,10,0.145531
286,11,0.173854
286,12,0.206552
286,13,0.143306
286,14,0.133008
286,15,0.139567
287,1,0.106620
287,2,0.020119
287,3,0.075872
287,4,0.072539
287,5,0.040562
287,6,0.163360
287,7,0.174199
287,8,0.087851
287,9,0.210323
287,10,0.149331
287,11,0.163360
287,12,0.028203
287,13,0.179143
287,14,0.138067
287,15,0.138702
288,1,0.163360
288,2,0.205406
288,3,0.204401
288,4,0.196786
288,5,0.192156
288,6,0.041615
288,7,0.066705
288,8,0.203353
288,9,0.099628
288,10,0.071464
288,11,0.151202
288,12,0.143498
288,13,0.146830
288,14,0.142553
288,15,0.048642
289,1,0.137177
289,2,0.174248
289,3,0.165792
289,4,0.089546
289,5,0.064385
289,6,0.181900
289,7,0.101063
289,8,0.101278
289,9,0.079999
289,10,0.081014
289,11,0.133388
289,12,0.103847
289,13,0.088699
289,14,0.150542
289,15,0.141238
290,1,0.169635
290,2,0.201118
290,3,0.034321
290,4,0.200079
290,5,0.140156
290,6,0.055685
290,7,0.173401
290,8,0.200889
290,9,0.199347
290,10,0.137934
290,11,0.155832
290,12,0.145896
290,13,0.086321
290,14,0.136662
290,15,0.143232
291,1,0.017813
291,2,0.174994
291,3,0.163810
291,4,0.102327
291,5,0.012768
291,6,0.163360
291,7,0.208005
291,8,0.056194
291,9,0.148334
291,10,0.205512
291,11,0.151202
291,12,0.130242
291,13,0.141759
291,14,0.142086
291,15,0.138894
292,1,0.173854
292,2,0.089552
292,3,0.209902
292,4,0.211903
292,5,0.210223
292,6,0.017813
292,7,0.133388
292,8,0.027324
292,9,0.139948
292,10,0.145419
292,11,0.173854
292,12,0.200664
292,13,0.204323
292,14,0.207235
292,15,0.136867
293,1,0.163360
293,2,0.205406
293,3,0.200990
293,4,0.131173
293,5,0.082776
293,6,0.106571
293,7,0.214451
293,8,0.205264
293,9,0.199458
293,10,0.052422
293,11,0.163360
293,12,0.205406
293,13,0.140819
293,14,0.133902
293,15,0.142042
294,1,0.173854
294,2,0.200664
294,3,0.204323
294,4,0.034360
294,5,0.211038
294,6,0.151202
294,7,0.130242
294,8,0.061178
294,9,0.142231
294,10,0.121810
294,11,0.163360
294,12,0.208005
294,13,0.074803
294,14,0.164843
294,15,0.170576
295,1,0.072631
295,2,0.164968
295,3,0.147498
295,4,0.034321
295,5,0.201651
295,6,0.163360
295,7,0.075421
295,8,0.058152
295,9,0.222481
295,10,0.202539
295,11,0.151202
295,12,0.120182
295,13,0.071238
295,14,0.062844
295,15,0.014525
296,1,0.173854
296,2,0.140820
296,3,0.144843
296,4,0.121290
296,5,0.021276
296,6,0.163360
296,7,0.208005
296,8,0.148048
296,9,0.107910
296,10,0.017199
296,11,0.173854
296,12,0.057581
296,13,0.200210
296,14,0.204167
296,15,0.086288
297,1,0.119364
297,2,0.102929
297,3,0.140242
297,4,0.214459
297,5,0.166975
297,6,0.133388
297,7,0.142507
297,8,0.146830
297,9,0.137094
297,10,0.144252
297,11,0.090757
297,12,0.203325
297,13,0.142170
297,14,0.141317
297,15,0.018792
298,1,0.151202
298,2,0.143498
298,3,0.122645
298,4,0.137170
298,5,0.152852
298,6,0.151202
298,7,0.130242
298,8,0.141759
298,9,0.135852
298,10,0.157627
298,11,0.151202
298,12,0.024084
298,13,0.141812
298,14,0.139897
298,15,0.137828
299,1,0.173854
299,2,0.200664
299,3,0.198766
299,4,0.130031
299,5,0.108003
299,6,0.151202
299,7,0.122556
299,8,0.022871
299,9,0.093284
299,10,0.140514
299,11,0.151202
299,12,0.157722
299,13,0.066790
299,14,0.137188
299,15,0.138732
300,1,0.163360
300,2,0.014025
300,3,0.170604
300,4,0.183328
300,5,0.177772
300,6,0.151202
300,7,0.105293
300,8,0.157848
300,9,0.155583
300,10,0.160235
300,11,0.173854
300,12,0.140820
300,13,0.097511
300,14,0.129647
300,15,0.143503
301,1,0.151202
301,2,0.084461
301,3,0.142181
301,4,0.138026
301,5,0.121510
301,6,0.164637
301,7,0.135408
301,8,0.157963
301,9,0.056533
301,10,0.100389
301,11,0.041615
301,12,0.151355
301,13,0.137381
301,14,0.166665
301,15,0.181628
302,1,0.169635
302,2,0.206386
302,3,0.103016
302,4,0.083175
302,5,0.138641
302,6,0.173854
302,7,0.206552
302,8,0.211903
302,9,0.199599
302,10,0.204835
302,11,0.151202
302,12,0.089064
302,13,0.181726
302,14,0.088275
302,15,0.161625
303,1,0.148185
303,2,0.148693
303,3,0.182974
303,4,0.139238
303,5,0.174858
303,6,0.173854
303,7,0.140820
303,8,0.134362
303,9,0.078202
303,10,0.138925
303,11,0.088806
303,12,0.029257
303,13,0.177892
303,14,0.073923
303,15,0.158494
304,1,0.090445
304,2,0.182206
304,3,0.047703
304,4,0.177006
304,5,0.178580
304,6,0.151202
304,7,0.143498
304,8,0.014025
304,9,0.141733
304,10,0.075413
304,11,0.163360
304,12,0.028203
304,13,0.131257
304,14,0.147341
304,15,0.151457
305,1,0.147413
305,2,0.072826
305,3,0.128684
305,4,0.144101
305,5,0.136931
305,6,0.173854
305,7,0.140820
305,8,0.139696
305,9,0.142104
305,10,0.141156
305,11,0.106571
305,12,0.134515
305,13,0.145573
305,14,0.145810
305,15,0.064934
306,1,0.173854
306,2,0.211328
306,3,0.201849
306,4,0.199631
306,5,0.101774
306,6,0.173854
306,7,0.145433
306,8,0.080618
306,9,0.137826
306,10,0.175735
306,11,0.173854
306,12,0.200664
306,13,0.192975
306,14,0.190040
306,15,0.144075
307,1,0.163360
307,2,0.208005
307,3,0.088987
307,4,0.202797
307,5,0.026836
307,6,0.163360
307,7,0.205406
307,8,0.209177
307,9,0.140975
307,10,0.018037
307,11,0.151202
307,12,0.130242
307,13,0.152180
307,14,0.102210
307,15,0.137175
308,1,0.173854
308,2,0.089552
308,3,0.200889
308,4,0.204323
308,5,0.045197
308,6,0.086656
308,7,0.151533
308,8,0.186116
308,9,0.146494
308,10,0.131821
308,11,0.055685
308,12,0.144227
308,13,0.126761
308,14,0.136440
308,15,0.081527
309,1,0.060682
309,2,0.218167
309,3,0.156591
309,4,0.200886
309,5,0.193876
309,6,0.163360
309,7,0.208005
309,8,0.114696
309,9,0.213419
309,10,0.100243
309,11,0.060682
309,12,0.195001
309,13,0.233223
309,14,0.199008
309,15,0.198554
310,1,0.074782
310,2,0.027873
310,3,0.141195
310,4,0.148553
310,5,0.142701
310,6,0.173854
310,7,0.140820
310,8,0.125406
310,9,0.133883
310,10,0.155508
310,11,0.163360
310,12,0.208005
310,13,0.205998
310,14,0.195642
310,15,0.014025
311,1,0.163360
311,2,0.014178
311,3,0.172896
311,4,0.185568
311,5,0.186761
311,6,0.151202
311,7,0.126522
311,8,0.156393
311,9,0.097256
311,10,0.051592
311,11,0.163360
311,12,0.208005
311,13,0.221416
311,14,0.210734
311,15,0.165138
312,1,0.173854
312,2,0.109046
312,3,0.139385
312,4,0.010865
312,5,0.129355
312,6,0.163360
312,7,0.036386
312,8,0.217999
312,9,0.148617
312,10,0.133969
312,11,0.163360
312,12,0.205406
312,13,0.165058
312,14,0.142903
312,15,0.210317
313,1,0.076420
313,2,0.182206
313,3,0.168648
313,4,0.166443
313,5,0.090101
313,6,0.057429
313,7,0.152175
313,8,0.111312
313,9,0.156202
313,10,0.133508
313,11,0.151202
313,12,0.143498
313,13,0.089244
313,14,0.140044
313,15,0.190502
314,1,0.163360
314,2,0.199999
314,3,0.141137
314,4,0.141119
314,5,0.138649
314,6,0.163360
314,7,0.205406
314,8,0.090101
314,9,0.133099
314,10,0.135712
314,11,0.049142
314,12,0.219297
314,13,0.204629
314,14,0.098294
314,15,0.196604
315,1,0.173854
315,2,0.143083
315,3,0.142848
315,4,0.136556
315,5,0.048342
315,6,0.090445
315,7,0.145853
315,8,0.144633
315,9,0.125302
315,10,0.142886
315,11,0.118170
315,12,0.218261
315,13,0.198542
315,14,0.141118
315,15,0.102678
316,1,0.163360
316,2,0.205406
316,3,0.194641
316,4,0.066971
316,5,0.195586
316,6,0.151202
316,7,0.143498
316,8,0.160855
316,9,0.137094
316,10,0.149183
316,11,0.098404
316,12,0.093874
316,13,0.151094
316,14,0.142961
316,15,0.209778
317,1,0.060757
317,2,0.017813
317,3,0.058233
317,4,0.174249
317,5,0.136200
317,6,0.151202
317,7,0.130242
317,8,0.144743
317,9,0.140013
317,10,0.140696
317,11,0.007528
317,12,0.133388
317,13,0.157553
317,14,0.151736
317,15,0.121875
318,1,0.151202
318,2,0.157722
318,3,0.145673
318,4,0.133513
318,5,0.164501
318,6,0.108952
318,7,0.151655
318,8,0.156727
318,9,0.096117
318,10,0.143875
318,11,0.151202
318,12,0.165950
318,13,0.109835
318,14,0.134084
318,15,0.162966
319,1,0.163360
319,2,0.205406
319,3,0.107244
319,4,0.209100
319,5,0.198461
319,6,0.163360
319,7,0.169019
319,8,0.113594
319,9,0.213515
319,10,0.203763
319,11,0.163360
319,12,0.151639
319,13,0.088087
319,14,0.156363
319,15,0.062578
320,1,0.119364
320,2,0.114510
320,3,0.204717
320,4,0.143889
320,5,0.139016
320,6,0.151202
320,7,0.119814
320,8,0.146220
320,9,0.103145
320,10,0.146382
320,11,0.151202
320,12,0.143498
320,13,0.087095
320,14,0.141815
320,15,0.064733
321,1,0.099043
321,2,0.152175
321,3,0.143101
321,4,0.145221
321,5,0.112965
321,6,0.163360
321,7,0.198488
321,8,0.182804
321,9,0.200666
321,10,0.194587
321,11,0.151202
321,12,0.157722
321,13,0.140518
321,14,0.158909
321,15,0.170488
322,1,0.057429
322,2,0.174749
322,3,0.014025
322,4,0.139092
322,5,0.141132
322,6,0.163360
322,7,0.208005
322,8,0.221416
322,9,0.033986
322,10,0.051465
322,11,0.163360
322,12,0.208005
322,13,0.205998
322,14,0.058118
322,15,0.161250
323,1,0.151202
323,2,0.130242
323,3,0.144743
323,4,0.140013
323,5,0.145912
323,6,0.151202
323,7,0.157722
323,8,0.140518
323,9,0.165821
323,10,0.168338
323,11,0.163360
323,12,0.059580
323,13,0.169605
323,14,0.094182
323,15,0.163750
324,1,0.119364
324,2,0.162613
324,3,0.203246
324,4,0.209617
324,5,0.141186
324,6,0.173854
324,7,0.108762
324,8,0.086183
324,9,0.126867
324,10,0.010865
324,11,0.151202
324,12,0.143498
324,13,0.146830
324,14,0.137094
324,15,0.017034
325,1,0.151202
325,2,0.157722
325,3,0.135396
325,4,0.142232
325,5,0.146893
325,6,0.151202
325,7,0.130242
325,8,0.134978
325,9,0.118561
325,10,0.157117
325,11,0.151202
325,12,0.143498
325,13,0.033018
325,14,0.149792
325,15,0.020273
326,1,0.151202
326,2,0.157722
326,3,0.091568
326,4,0.126804
326,5,0.157760
326,6,0.098404
326,7,0.145076
326,8,0.145977
326,9,0.139174
326,10,0.135259
326,11,0.173854
326,12,0.200664
326,13,0.204323
326,14,0.195906
326,15,0.138968
327,1,0.169635
327,2,0.206386
327,3,0.146329
327,4,0.142874
327,5,0.055489
327,6,0.147546
327,7,0.171989
327,8,0.204978
327,9,0.141509
327,10,0.126606
327,11,0.173854
327,12,0.012811
327,13,0.179111
327,14,0.142848
327,15,0.080302
328,1,0.158614
328,2,0.143014
328,3,0.130109
328,4,0.069537
328,5,0.136668
328,6,0.163360
328,7,0.128236
328,8,0.123471
328,9,0.138584
328,10,0.156290
328,11,0.164637
328,12,0.156351
328,13,0.162122
328,14,0.141912
328,15,0.153977
329,1,0.173854
