request_id,request_type,computation_delay,propagation_delay,transmission_delay,queueing_delay,total_latency
8624,sd,0.018668,0.011050,0.018500,127.124512,48.217773
8630,s,0.023128,0.012450,0.019200,13.160645,54.778351
8631,p,0.003780,0.004300,0.018500,37.690918,26.579849
8632,p,0.003780,0.016000,0.019200,72.218506,38.979849
8633,sp,0.018754,0.015600,0.019200,98.434814,53.553690
8634,ss,0.018821,0.011850,0.018500,114.912109,49.170769
8625,p,0.003780,0.012950,0.020000,33.698730,36.729849
8626,p,0.003780,0.021550,0.021500,73.309570,46.829849
8627,s,0.023128,0.005550,0.019200,93.592041,47.878351
8628,p,0.003780,0.006650,0.018500,122.532959,28.929849
8629,p,0.003780,0.007600,0.020000,161.085449,31.379849
8640,s,0.023128,0.009000,0.021500,13.022949,53.628351
8641,ds,0.002343,0.103800,0.021500,24.180908,127.642513
8642,ds,0.002343,0.020700,0.020000,37.753662,43.042513
8643,pd,0.002977,0.012000,0.022000,66.851807,36.977001
8644,sp,0.018754,0.011100,0.020000,94.072266,49.853690
8635,s,0.023128,0.012650,0.019200,13.948486,54.978351
8636,ss,0.018821,0.012900,0.018500,30.597656,50.220769
8637,pss,0.002833,0.006600,0.022000,58.609131,31.432709
8638,s,0.023128,0.006000,0.019200,78.667725,48.328351
8639,dpss,0.002761,0.016400,0.021500,93.940918,40.660817
8645,d,0.002385,0.012450,0.019200,12.967529,34.035393
8646,pd,0.002977,0.014450,0.021500,41.501221,38.927001
8647,dp,0.002464,0.015450,0.022000,67.424316,39.914344
8648,ddp,0.002502,0.013400,0.019200,78.785400,35.101712
8649,pd,0.002977,0.008400,0.018500,107.384521,29.877001
8650,p,0.003780,0.024450,0.020000,41.599609,48.229849
8651,dp,0.002464,0.007150,0.020000,67.273193,29.614344
8652,sdp,0.018492,0.011450,0.021500,83.353760,51.441971
8653,ds,0.002343,0.018450,0.018500,99.990479,39.292513
8654,pds,0.003022,0.011000,0.018500,129.496582,32.521933
8655,d,0.002385,0.021400,0.019200,23.619873,42.985393
8656,dd,0.002426,0.007500,0.022000,40.094238,31.925915
8657,sdd,0.018511,0.008800,0.020000,56.487549,47.310933
8658,ds,0.002343,0.020700,0.020000,73.027100,43.042513
8659,sds,0.018566,0.014850,0.019200,89.286865,52.616086
8665,s,0.023128,0.010200,0.018500,33.168457,51.828351
8666,ps,0.002840,0.034600,0.019200,62.374268,56.639786
8667,sp,0.018754,0.016000,0.018500,90.667725,53.253690
8668,ssp,0.018787,0.007500,0.022000,114.296631,48.287195
8669,ps,0.002840,0.024250,0.018500,145.742676,45.589786
8660,s,0.023128,0.006200,0.021500,32.072998,50.828351
8661,p,0.003780,0.009550,0.019200,61.188477,32.529849
8662,dp,0.002464,0.004550,0.018500,77.404053,25.514344
8663,d,0.002385,0.012100,0.020000,93.669189,34.485393
8664,pd,0.002977,0.014750,0.018500,124.353027,36.227001
8670,d,0.002385,0.017850,0.018500,14.434570,38.735393
8671,sd,0.018668,0.012650,0.020000,32.286377,51.317773
8672,dsd,0.002613,0.015500,0.019200,48.980469,37.312551
8673,sds,0.018566,0.007800,0.020000,65.138672,46.366086
8674,ps,0.002840,0.006150,0.021500,93.003174,30.489786
8675,p,0.003780,0.014900,0.020000,41.714844,38.679849
8676,dp,0.002464,0.013000,0.020000,67.052246,35.464344
8677,dd,0.002426,0.010500,0.020000,83.168701,32.925915
8678,ddd,0.002493,0.015500,0.021500,99.224854,39.493417
8679,pd,0.002977,0.014450,0.021500,126.741455,38.927001
8680,d,0.002385,0.013300,0.021500,16.835693,37.185393
8681,dd,0.002426,0.010100,0.021500,35.606445,34.025915
8682,ddd,0.002493,0.007900,0.019200,54.132324,29.593417
8683,dd,0.002426,0.010050,0.020000,73.169434,32.475915
8684,dd,0.002426,0.012100,0.021500,89.711426,36.025915
8685,s,0.023128,0.010050,0.022000,29.191406,55.178351
8686,ds,0.002343,0.010800,0.018500,45.114990,31.642513
8687,sds,0.018566,0.014600,0.018500,61.234375,51.666086
8688,dss,0.002842,0.017750,0.021500,77.361084,42.091615
8689,dds,0.002685,0.012000,0.021500,93.592529,36.185273
8700,p,0.003780,0.005150,0.019200,41.121826,28.129849
8701,p,0.003780,0.025500,0.019200,78.123535,48.479849
8702,dp,0.002464,0.010400,0.018500,104.206543,31.364344
8703,sdp,0.018492,0.025150,0.021500,120.802979,65.141971
8704,ss,0.018821,0.014950,0.019200,138.669678,52.970769
8690,p,0.003780,0.012450,0.019200,41.587158,35.429849
8691,p,0.003780,0.016700,0.020000,79.782227,40.479849
8692,p,0.003780,0.009600,0.022000,125.682373,35.379849
8693,p,0.003780,0.010650,0.018500,165.658447,32.929849
8694,pppp,0.002878,0.003800,0.019200,202.556152,25.877743
8705,s,0.023128,0.010400,0.020000,30.945801,53.528351
8706,ss,0.018821,0.007850,0.021500,47.305908,48.170769
8707,d,0.002385,0.006400,0.020000,57.834961,28.785393
8708,sss,0.019288,0.017400,0.022000,72.863525,58.688093
8709,ps,0.002840,0.013550,0.021500,101.872314,37.889786
8695,d,0.002385,0.010650,0.018500,30.084229,31.535393
8696,sd,0.018668,0.010000,0.021500,46.317871,50.167773
8697,ss,0.018821,0.006200,0.022000,64.183594,47.020769
8698,sss,0.019288,0.023100,0.020000,85.013428,62.388093
8699,ps,0.002840,0.012050,0.022000,115.920898,36.889786
8710,d,0.002385,0.005600,0.019200,24.060059,27.185393
8711,s,0.023128,0.020350,0.021500,40.032959,64.978351
8712,ds,0.002343,0.016150,0.019200,56.113770,37.692513
8713,dds,0.002685,0.020400,0.019200,66.968262,42.285273
8714,sdds,0.018154,0.011450,0.020000,81.302979,49.603743
8715,s,0.023128,0.013700,0.020000,29.388672,56.828351
8716,ps,0.002840,0.017350,0.021500,56.825928,41.689786
8717,pp,0.002838,0.007750,0.022000,93.701172,32.588325
8718,sp,0.018754,0.012050,0.022000,118.754883,52.803690
8719,ds,0.002343,0.006200,0.021500,134.713623,30.042513
8720,s,0.023128,0.005200,0.020000,23.281250,48.328351
8721,s,0.023128,0.008650,0.019200,40.022217,50.978351
8722,ss,0.018821,0.011100,0.019200,55.900391,49.120769
8723,dss,0.002842,0.015450,0.022000,72.172852,40.291615
8724,ddss,0.002785,0.007150,0.020000,88.713623,29.935416
8730,d,0.002385,0.010350,0.019200,17.743896,31.935393
8731,sd,0.018668,0.008400,0.019200,35.050293,46.267773
8732,ss,0.018821,0.007650,0.022000,50.588623,48.470769
8733,sss,0.019288,0.006100,0.019200,66.462891,44.588093
8734,dss,0.002842,0.007600,0.020000,83.461670,30.441615
8725,p,0.003780,0.008800,0.020000,41.715088,32.579849
8726,dp,0.002464,0.014350,0.020000,68.624268,36.814344
8727,dd,0.002426,0.006650,0.018500,85.113281,27.575915
8728,p,0.003780,0.007500,0.022000,114.126465,33.279849
8729,ppdp,0.002887,0.015200,0.021500,153.532227,39.586698
8740,p,0.003780,0.028200,0.022000,27.039307,53.979849
8741,pp,0.002838,0.013700,0.022000,63.913086,38.538325
8742,dp,0.002464,0.007600,0.021500,93.792480,31.564344
8743,pd,0.002977,0.008950,0.019200,125.082275,31.127001
8744,p,0.003780,0.012750,0.018500,169.291260,35.029849
8735,d,0.002385,0.025500,0.022000,25.508057,49.885393
8736,dd,0.002426,0.019750,0.022000,42.423584,44.175915
8737,pdd,0.003045,0.009300,0.018500,70.741455,30.844804
8738,dp,0.002464,0.008200,0.019200,98.296143,29.864344
8739,ddd,0.002493,0.011950,0.020000,121.901123,34.443417
8750,p,0.003780,0.013550,0.019200,41.949463,36.529849
8751,dp,0.002464,0.004550,0.019200,67.344482,26.214344
8752,ddp,0.002502,0.022300,0.022000,83.228271,46.801712
8753,pd,0.002977,0.015250,0.021500,113.583984,39.727001
8754,p,0.003780,0.011400,0.018500,153.987793,33.679849
8745,p,0.003780,0.004550,0.019200,41.932861,27.529849
8746,p,0.003780,0.006050,0.018500,74.048584,28.329849
8747,sp,0.018754,0.008800,0.021500,99.343994,49.053690
8748,ps,0.002840,0.008650,0.019200,130.822998,30.689786
8749,sp,0.018754,0.028250,0.018500,157.399658,65.503690
8755,p,0.003780,0.058650,0.019200,36.822510,81.629849
8756,s,0.023128,0.015500,0.020000,61.561768,58.628351
8757,ps,0.002840,0.008700,0.019200,85.002686,30.739786
8758,pps,0.002854,0.015450,0.018500,118.377686,36.804053
8759,dp,0.002464,0.012150,0.020000,143.966797,34.614344
8760,s,0.023128,0.025650,0.018500,24.374268,67.278351
8761,s,0.023128,0.004700,0.021500,35.130615,49.328351
8762,ss,0.018821,0.028000,0.020000,49.925781,66.820769
8763,pss,0.002833,0.012550,0.019200,77.636719,34.582709
8764,ppss,0.002998,0.003800,0.022000,117.815186,28.797567
8770,s,0.023128,0.008400,0.020000,19.490234,51.528351
8771,ss,0.018821,0.011050,0.019200,35.634521,49.070769
8772,sss,0.019288,0.008100,0.018500,45.781006,45.888093
8773,p,0.003780,0.003850,0.022000,64.577148,29.629849
8774,sss,0.019288,0.017350,0.021500,79.586426,58.138093
8765,d,0.002385,0.007500,0.018500,30.166260,28.385393
8766,sd,0.018668,0.012400,0.020000,45.976807,51.067773
8767,ss,0.018821,0.006150,0.020000,61.723633,44.970769
8768,pssd,0.002940,0.024000,0.021500,88.759033,48.439578
8769,pp,0.002838,0.011350,0.018500,125.534424,32.688325
8775,p,0.003780,0.009600,0.018500,35.859375,31.879849
8776,p,0.003780,0.011750,0.020000,69.578613,35.529849
