Iteration,Combination,Total Processing Time (sec),Total Execution Time (sec),Scripts Executed,Individual Processing Times,Individual Execution Times,Files Processed Per Script,First Image Pixels,First Audio Samples,Image Source Dir,Audio Source Dir,Peak RAM Usage (MB),Peak GPU Usage (%),Peak GPU Memory (MB),Average CPU Usage Per Core,Number of Cores Used,Average GPU Clock (MHz),Total RAM (GB),Total CPU Cores,Total GPU Memory (GB),CPU Model,GPU Model
1,dpdd,0.010736972440944882,29.46628427505493,"Detect, Predict, Detect, Detect","0.002528, 0.003108, 0.002550, 0.002550","7.092, 8.226, 7.002, 7.146","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11934.59375,46,1668.25,"6.3, 8.5, 2.7, 9.2, 28.5, 9.2, 12.6, 15.3, 17.1, 1.6, 3.4, 5.2, 3.1, 46.3, 2.9, 11.3, 10.1, 7.5, 46.7, 19.9, 10.6, 5.7, 21.8, 12.2, 35.0, 1.7, 2.2, 5.6, 4.2, 29.4, 6.7, 17.5",24,2747.5255102040815,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dpdp,0.011188911417322835,30.456509351730347,"Detect, Predict, Detect, Predict","0.002574, 0.003095, 0.002622, 0.002898","7.005, 8.288, 7.076, 8.087","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11974.55078125,49,1667.6875,"4.3, 7.1, 0.1, 0.8, 21.4, 12.6, 16.3, 4.9, 39.2, 9.7, 4.8, 8.8, 9.7, 16.3, 4.0, 5.3, 47.3, 12.9, 19.1, 1.1, 20.1, 41.4, 10.4, 8.1, 22.6, 1.1, 4.1, 9.5, 6.1, 26.9, 8.6, 7.8",23,2758.152709359606,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dpps,0.026848353528725576,32.769946813583374,"Detect, Predict, Predict, Speech","0.002754, 0.002852, 0.003028, 0.018214","7.443, 7.960, 8.186, 9.181","508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12502.765625,46,3261.6875,"17.7, 8.8, 1.5, 6.9, 11.0, 13.6, 19.9, 22.2, 37.4, 28.7, 22.3, 1.5, 2.4, 1.0, 2.7, 17.6, 14.5, 30.2, 1.6, 2.8, 1.3, 48.8, 8.5, 16.8, 12.8, 19.5, 5.3, 3.4, 0.2, 2.0, 5.1, 25.8",21,2721.605504587156,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dppd,0.011353639763779526,30.635558366775513,"Detect, Predict, Predict, Detect","0.002810, 0.002919, 0.003057, 0.002568","7.410, 7.927, 8.222, 7.077","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11902.8828125,60,1667.6875,"31.2, 8.5, 13.0, 3.6, 19.6, 7.7, 8.7, 25.1, 19.2, 36.4, 14.5, 7.3, 1.4, 0.3, 2.6, 36.0, 11.7, 2.4, 8.8, 0.7, 16.3, 5.2, 5.9, 7.7, 25.5, 23.3, 9.1, 4.3, 0.6, 0.3, 1.8, 10.0",22,2716.6176470588234,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dppp,0.011998352362204725,32.448814868927,"Detect, Predict, Predict, Predict","0.002872, 0.002771, 0.003138, 0.003218","7.539, 7.882, 8.358, 8.670","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11934.38671875,58,1667.6875,"19.4, 8.1, 0.5, 1.0, 18.5, 4.0, 4.4, 15.7, 13.6, 60.4, 8.2, 7.5, 4.4, 20.4, 20.6, 4.2, 23.5, 12.3, 1.0, 1.4, 50.6, 34.1, 8.2, 6.3, 10.9, 23.0, 16.1, 7.0, 6.5, 6.5, 5.0, 7.4",23,2765.4166666666665,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psss,0.05709742621755613,37.93162488937378,"Predict, Speech, Speech, Speech","0.002752, 0.017861, 0.018156, 0.018329","7.710, 12.041, 8.991, 9.190","508, 54, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12622.33203125,81,3261.6875,"13.1, 12.9, 5.1, 3.1, 6.9, 25.8, 13.1, 7.2, 28.6, 24.9, 7.7, 10.2, 5.2, 1.2, 8.9, 10.7, 4.4, 15.0, 11.9, 6.6, 1.4, 50.3, 11.9, 23.0, 15.2, 55.9, 5.7, 7.1, 3.5, 3.5, 9.1, 17.4",26,2672.3055555555557,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pssd,0.042100815616797904,33.86116361618042,"Predict, Speech, Speech, Detect","0.002889, 0.018510, 0.017909, 0.002793","8.042, 8.759, 9.596, 7.463","508, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12636.578125,73,3261.6875,"12.2, 22.1, 3.9, 4.1, 2.1, 10.3, 33.9, 28.0, 20.4, 20.9, 5.9, 2.9, 14.1, 5.5, 13.4, 20.9, 17.3, 21.5, 4.4, 1.7, 1.0, 4.7, 28.6, 5.7, 10.9, 28.4, 5.0, 6.1, 4.9, 4.3, 9.3, 12.6",21,2705.4666666666667,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pssp,0.041887824146981625,34.37537217140198,"Predict, Speech, Speech, Predict","0.003096, 0.018430, 0.017568, 0.002794","8.370, 9.413, 8.791, 7.802","508, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12619.171875,77,3261.6875,"15.9, 9.4, 4.3, 5.3, 20.0, 12.2, 21.7, 26.0, 34.2, 19.6, 3.4, 28.3, 17.7, 3.0, 3.1, 2.9, 5.6, 1.4, 3.4, 5.3, 3.0, 12.5, 14.4, 26.6, 1.2, 10.4, 7.5, 12.4, 15.4, 2.4, 3.1, 13.4",21,2709.934210526316,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psds,0.04229324343832021,35.615633726119995,"Predict, Speech, Detect, Speech","0.002941, 0.017839, 0.002598, 0.018915","8.050, 11.120, 7.108, 9.338","508, 54, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12626.609375,82,3261.6875,"38.8, 10.6, 11.1, 3.9, 1.8, 3.3, 3.2, 3.3, 37.9, 2.9, 9.3, 68.8, 4.2, 2.1, 2.3, 2.8, 21.8, 7.6, 12.3, 2.5, 3.9, 96.1, 5.4, 1.2, 29.2, 3.6, 7.5, 21.3, 13.6, 5.9, 1.9, 11.3",17,2707.025316455696,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdd,0.0264997736949548,31.627680778503418,"Predict, Speech, Detect, Detect","0.002783, 0.018574, 0.002602, 0.002541","7.799, 9.456, 7.217, 7.156","508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12853.453125,71,3261.6875,"21.6, 10.1, 7.6, 21.6, 1.1, 12.1, 16.3, 1.1, 25.6, 23.5, 5.8, 17.3, 38.0, 5.0, 5.4, 3.2, 13.4, 7.5, 11.3, 2.6, 1.6, 87.1, 5.3, 1.8, 9.7, 3.9, 2.7, 29.3, 17.8, 11.4, 4.4, 14.0",23,2731.1428571428573,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psdp,0.027218496937882763,32.80903959274292,"Predict, Speech, Detect, Predict","0.002734, 0.019041, 0.002490, 0.002955","7.735, 9.957, 7.028, 8.089","508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12741.55078125,78,3261.6875,"29.2, 6.0, 1.6, 15.4, 0.6, 22.0, 36.3, 1.1, 30.7, 13.8, 7.6, 9.4, 29.1, 3.7, 10.7, 5.2, 30.1, 0.5, 2.3, 5.7, 0.7, 61.5, 4.7, 0.6, 30.2, 8.9, 2.3, 3.2, 39.6, 7.4, 10.5, 9.0",21,2749.266055045872,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,psps,0.04073770129775445,35.87495017051697,"Predict, Speech, Predict, Speech","0.002994, 0.018055, 0.002805, 0.016884","8.153, 10.549, 7.831, 9.343","508, 54, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12693.484375,76,3261.6875,"42.3, 28.7, 3.3, 9.6, 20.3, 18.0, 1.3, 2.6, 36.4, 55.2, 39.0, 2.9, 1.7, 3.1, 0.3, 10.2, 30.5, 5.5, 0.7, 11.2, 0.8, 12.0, 1.0, 16.9, 10.2, 27.8, 6.9, 1.9, 5.4, 7.6, 7.3, 6.4",21,2712.415966386555,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspd,0.026604972951297757,32.26796841621399,"Predict, Speech, Predict, Detect","0.002877, 0.018221, 0.002874, 0.002633","8.066, 8.839, 8.041, 7.322","508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12756.5859375,52,3261.6875,"15.8, 0.5, 3.0, 21.8, 47.1, 10.3, 5.5, 3.6, 14.8, 62.3, 21.5, 16.0, 4.6, 4.0, 2.0, 15.0, 15.0, 11.7, 2.5, 44.5, 40.0, 6.2, 2.6, 1.2, 4.0, 11.7, 19.4, 7.3, 2.2, 9.7, 1.8, 13.0",20,2709.4186046511627,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pspp,0.026549027559055118,32.36073613166809,"Predict, Speech, Predict, Predict","0.002910, 0.018000, 0.002810, 0.002828","7.974, 8.722, 7.845, 7.820","508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12703.58203125,78,3261.6875,"26.7, 3.3, 1.2, 26.2, 38.3, 2.9, 3.0, 8.9, 22.8, 25.4, 26.5, 15.2, 1.1, 1.5, 18.0, 5.3, 25.0, 0.2, 1.0, 13.9, 60.6, 3.7, 3.2, 1.8, 2.7, 2.1, 0.8, 22.6, 1.4, 1.7, 2.7, 55.8",15,2737.5348837209303,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pdss,0.043348518008165644,33.21655035018921,"Predict, Detect, Speech, Speech","0.002957, 0.002604, 0.019130, 0.018656","8.148, 7.219, 9.041, 8.809","508, 508, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12769.2890625,80,3261.6875,"26.0, 20.9, 39.1, 2.9, 19.9, 6.6, 6.0, 4.4, 50.2, 9.7, 2.2, 57.8, 2.8, 1.5, 4.1, 16.9, 27.8, 2.0, 27.6, 5.6, 3.5, 14.2, 6.4, 9.0, 13.4, 0.6, 1.1, 26.0, 1.9, 2.0, 14.3, 7.3",20,2709.298642533937,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pdsd,0.026692029454651503,31.998409271240234,"Predict, Detect, Speech, Detect","0.002789, 0.002823, 0.018306, 0.002774","7.801, 7.476, 9.199, 7.522","508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12764.65234375,77,3261.6875,"23.6, 4.7, 0.8, 3.2, 2.2, 26.0, 18.4, 12.1, 45.1, 1.1, 7.1, 0.6, 34.3, 2.4, 2.2, 9.6, 57.3, 23.4, 1.1, 4.7, 1.5, 28.7, 7.0, 5.5, 23.4, 2.4, 10.7, 9.0, 42.7, 1.4, 4.5, 7.9",18,2714.788732394366,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pdsp,0.026452630285797606,32.583144187927246,"Predict, Detect, Speech, Predict","0.003111, 0.002749, 0.017738, 0.002855","8.383, 7.436, 8.912, 7.853","508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12776.34765625,84,3261.6875,"14.0, 2.9, 22.8, 51.5, 4.5, 1.6, 15.1, 4.8, 39.5, 3.6, 9.9, 2.2, 13.4, 13.0, 25.8, 1.8, 18.8, 3.7, 37.2, 25.9, 3.3, 4.0, 9.8, 13.4, 0.2, 2.2, 9.3, 0.0, 33.3, 8.9, 28.2, 14.5",19,2750.5299539170505,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pdds,0.026764864246135903,31.7973370552063,"Predict, Detect, Detect, Speech","0.002915, 0.002760, 0.002803, 0.018287","8.015, 7.526, 7.434, 8.822","508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12813.6171875,84,3261.6875,"15.7, 3.4, 2.0, 25.3, 25.4, 11.0, 13.9, 5.5, 38.3, 2.2, 23.7, 0.6, 1.1, 0.9, 65.8, 4.3, 28.8, 2.4, 3.3, 5.0, 44.8, 17.1, 6.8, 5.4, 11.7, 1.9, 19.9, 0.4, 3.8, 1.8, 25.7, 8.6",18,2735.9715639810424,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pddd,0.010694387795275592,29.765514612197876,"Predict, Detect, Detect, Detect","0.002818, 0.002584, 0.002566, 0.002726","7.874, 7.214, 7.191, 7.487","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12094.7734375,57,1667.6875,"20.1, 4.5, 16.2, 3.4, 7.0, 19.7, 17.2, 17.1, 61.3, 4.7, 24.1, 2.9, 0.3, 1.4, 38.5, 0.7, 29.7, 1.1, 6.6, 4.0, 1.4, 57.6, 2.9, 10.0, 25.6, 8.2, 3.2, 0.4, 0.0, 1.5, 33.8, 8.6",17,2786.1363636363635,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pddp,0.011148708661417322,30.746444702148438,"Predict, Detect, Detect, Predict","0.002844, 0.002676, 0.002591, 0.003038","7.885, 7.399, 7.225, 8.238","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12124.6875,57,1667.6875,"15.3, 18.7, 3.7, 1.6, 6.7, 10.2, 30.8, 27.0, 42.7, 24.7, 42.0, 25.4, 2.9, 1.3, 0.4, 2.4, 23.2, 10.0, 5.2, 2.0, 2.5, 14.5, 11.7, 32.1, 19.4, 19.9, 16.0, 2.4, 2.0, 1.5, 0.0, 22.4",20,2798.3414634146343,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pdps,0.02695044641294838,33.29328632354736,"Predict, Detect, Predict, Speech","0.003100, 0.002852, 0.002789, 0.018210","8.333, 7.591, 7.732, 9.637","508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12686.33203125,81,3261.6875,"13.3, 5.0, 22.0, 10.4, 39.1, 24.6, 21.6, 10.7, 27.8, 30.6, 2.7, 5.7, 3.3, 2.6, 43.4, 6.2, 25.7, 2.4, 2.3, 8.2, 7.8, 3.4, 2.5, 18.4, 53.5, 4.7, 3.7, 0.4, 3.7, 0.6, 15.5, 9.2",20,2760.7466063348415,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pdpd,0.011356470472440944,31.411351203918457,"Predict, Detect, Predict, Detect","0.003004, 0.002614, 0.003034, 0.002705","8.329, 7.377, 8.332, 7.373","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12140.921875,60,1667.6875,"42.1, 12.0, 12.3, 48.5, 3.9, 2.8, 2.7, 1.3, 40.0, 34.0, 15.0, 7.5, 4.1, 2.3, 20.8, 17.9, 9.0, 15.4, 9.3, 31.7, 5.9, 3.1, 2.7, 25.5, 43.6, 10.8, 0.0, 4.8, 0.2, 0.1, 0.2, 7.7",19,2769.4736842105262,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pdpp,0.011935633858267717,32.114842891693115,"Predict, Detect, Predict, Predict","0.003213, 0.002774, 0.002872, 0.003076","8.457, 7.446, 7.971, 8.241","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12134.1953125,53,1667.6875,"19.6, 16.6, 4.7, 1.4, 18.8, 17.8, 0.3, 6.1, 60.5, 26.1, 1.3, 2.1, 1.2, 0.4, 27.9, 6.9, 38.6, 6.8, 6.9, 8.8, 8.5, 73.9, 3.0, 3.7, 10.2, 43.1, 0.2, 2.4, 0.1, 0.2, 0.1, 18.7",18,2776.96261682243,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ppss,0.04284659791484398,36.81753897666931,"Predict, Predict, Speech, Speech","0.003088, 0.003071, 0.018563, 0.018125","8.234, 8.200, 8.892, 11.491","508, 508, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12767.9609375,83,3261.6875,"11.8, 10.7, 12.4, 36.5, 4.3, 9.6, 3.5, 16.2, 34.9, 26.6, 4.3, 2.2, 4.4, 0.6, 31.8, 19.0, 16.5, 23.4, 7.2, 13.3, 6.3, 21.9, 7.8, 7.8, 26.2, 10.5, 2.0, 0.9, 1.3, 0.4, 31.6, 18.6",22,2713.3469387755104,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ppsd,0.0268815701370662,32.981868267059326,"Predict, Predict, Speech, Detect","0.003088, 0.003032, 0.018155, 0.002607","8.347, 8.254, 9.091, 7.290","508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12815.4609375,83,3261.6875,"7.8, 61.7, 4.7, 1.8, 4.2, 15.0, 1.2, 43.8, 41.1, 2.0, 1.1, 9.7, 0.8, 0.2, 24.0, 26.3, 20.7, 23.7, 2.0, 7.8, 6.9, 6.0, 5.4, 15.5, 29.8, 0.5, 0.5, 6.1, 1.9, 1.0, 45.1, 16.2",19,2742.1917808219177,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ppsp,0.026889657334499856,33.41375422477722,"Predict, Predict, Speech, Predict","0.002841, 0.002897, 0.018319, 0.002833","7.954, 8.099, 9.391, 7.970","508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12812.2421875,83,3261.6875,"18.3, 20.0, 4.8, 1.2, 3.9, 2.3, 18.3, 16.1, 32.4, 0.9, 55.0, 1.0, 2.9, 1.0, 0.5, 7.2, 32.9, 79.2, 3.4, 4.9, 4.6, 1.9, 10.0, 6.4, 45.1, 0.5, 41.4, 3.1, 1.3, 1.4, 4.2, 7.7",14,2747.972972972973,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ppds,0.026510726742490522,31.34301209449768,"Predict, Predict, Detect, Speech","0.002873, 0.002898, 0.002600, 0.018139","7.981, 8.026, 7.115, 8.221","508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12805.4296875,81,3261.6875,"28.7, 21.0, 2.7, 2.8, 17.7, 35.4, 4.7, 1.7, 11.2, 0.9, 2.5, 4.3, 32.8, 20.8, 0.9, 20.9, 43.4, 10.1, 3.2, 2.4, 4.0, 33.4, 5.2, 1.4, 89.0, 0.8, 1.2, 2.7, 15.3, 3.1, 1.3, 6.0",15,2763.4615384615386,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ppdd,0.012089194881889764,32.41716384887695,"Predict, Predict, Detect, Detect","0.003189, 0.003133, 0.002900, 0.002866","8.465, 8.508, 7.728, 7.716","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12162.8515625,51,1668.25,"3.5, 0.4, 1.4, 0.0, 1.2, 3.3, 62.0, 0.2, 31.2, 7.6, 0.3, 2.6, 42.8, 1.9, 6.5, 1.5, 2.4, 1.3, 0.0, 2.3, 4.6, 5.6, 35.1, 95.1, 31.0, 10.3, 0.0, 3.2, 56.5, 8.5, 3.7, 8.2",13,2774.1666666666665,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ppdp,0.011251929133858269,31.20475196838379,"Predict, Predict, Detect, Predict","0.002872, 0.002883, 0.002631, 0.002865","7.981, 7.986, 7.208, 8.030","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12165.32421875,51,1668.25,"11.1, 7.3, 3.5, 1.5, 1.4, 51.4, 0.7, 28.8, 1.4, 20.0, 0.4, 20.6, 2.7, 4.6, 1.2, 39.7, 5.2, 2.0, 2.9, 0.1, 3.5, 28.1, 2.8, 70.8, 34.0, 64.8, 0.3, 2.1, 0.0, 1.0, 3.6, 13.1",13,2746.153846153846,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ppps,0.02691535199766696,32.42907118797302,"Predict, Predict, Predict, Speech","0.002877, 0.002902, 0.002848, 0.018288","8.071, 7.973, 7.937, 8.448","508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12733.16796875,80,3262.25,"31.1, 8.0, 13.5, 1.0, 0.6, 44.0, 3.4, 7.6, 9.7, 3.3, 1.7, 20.3, 1.8, 2.8, 8.5, 9.9, 11.2, 1.7, 3.2, 0.5, 4.3, 51.5, 3.6, 43.1, 2.2, 57.9, 13.3, 13.6, 0.0, 1.1, 13.5, 51.8",17,2756.25,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pppd,0.011228011811023623,31.06771469116211,"Predict, Predict, Predict, Detect","0.002868, 0.002859, 0.002906, 0.002595","7.882, 7.938, 8.010, 7.237","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12156.828125,56,1668.25,"24.9, 6.6, 4.6, 0.5, 2.5, 29.8, 32.9, 2.3, 25.6, 15.9, 14.0, 0.5, 13.6, 1.4, 4.9, 11.7, 34.4, 23.3, 6.2, 0.0, 6.8, 23.9, 28.2, 1.6, 45.6, 2.3, 22.9, 0.3, 8.8, 0.5, 15.2, 23.8",20,2786.086956521739,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,pppp,0.011822464566929135,32.50984859466553,"Predict, Predict, Predict, Predict","0.002813, 0.002915, 0.003026, 0.003068","7.851, 7.950, 8.322, 8.386","508, 508, 508, 508",307200,,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12174.47265625,53,1668.25,"24.8, 38.3, 5.5, 3.3, 2.1, 22.7, 2.3, 1.3, 41.9, 32.2, 1.1, 1.3, 0.5, 3.4, 1.5, 29.7, 38.7, 66.7, 5.0, 0.1, 6.3, 6.9, 1.5, 0.3, 30.1, 36.8, 0.3, 0.2, 1.1, 2.1, 0.8, 24.9",14,2772.5,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sssss,0.09006694444444445,46.19732689857483,"Speech, Speech, Speech, Speech, Speech","0.017963, 0.018119, 0.017687, 0.018328, 0.017970","9.628, 9.054, 9.347, 9.092, 9.076","54, 54, 54, 54, 54",,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12858.08203125,85,3262.25,"34.1, 35.4, 5.6, 5.6, 3.8, 4.8, 4.9, 27.0, 34.4, 27.8, 6.6, 3.2, 7.2, 4.7, 1.6, 10.5, 35.2, 42.2, 7.2, 1.6, 3.4, 1.6, 7.5, 2.1, 31.0, 35.0, 4.8, 2.2, 10.1, 3.8, 2.1, 26.9",18,2654.218241042345,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,ssssd,0.07598290565762614,46.35680437088013,"Speech, Speech, Speech, Speech, Detect","0.018516, 0.018025, 0.017949, 0.018919, 0.002573","8.882, 12.328, 8.839, 9.071, 7.237","54, 54, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12831.734375,84,3262.25,"29.2, 39.0, 35.9, 4.9, 3.6, 2.6, 4.5, 11.4, 29.9, 12.3, 8.4, 28.2, 12.4, 2.0, 1.8, 13.8, 31.4, 27.5, 28.0, 3.5, 3.9, 2.3, 1.1, 3.3, 1.0, 37.9, 3.7, 11.3, 20.5, 1.4, 4.3, 11.1",17,2674.8214285714284,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
