Iteration,Combination,Total Processing Time (sec),Total Execution Time (sec),Scripts Executed,Individual Processing Times,Individual Execution Times,Files Processed Per Script,First Image Pixels,First Audio Samples,Image Source Dir,Audio Source Dir,Peak RAM Usage (MB),Peak GPU Usage (%),Peak GPU Memory (MB),Average CPU Usage Per Core,Number of Cores Used,Average GPU Clock (MHz),Total RAM (GB),Total CPU Cores,Total GPU Memory (GB),CPU Model,GPU Model
1,sdppp,0.027085315543890348,42.96274280548096,"Speech, Detect, Predict, Predict, Predict","0.016657, 0.002555, 0.002619, 0.002636, 0.002618","10.346, 7.773, 8.321, 8.327, 8.196","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11901.05078125,35,2647.125,"14.4, 2.9, 1.9, 13.4, 72.3, 11.4, 0.8, 0.8, 71.4, 13.1, 2.3, 0.7, 5.3, 1.1, 0.1, 16.2, 0.4, 0.2, 0.4, 0.8, 17.0, 14.1, 0.6, 1.7, 19.3, 0.7, 1.4, 0.8, 0.5, 0.1, 1.7, 8.1",12,2316.9755244755243,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spsss,0.06938756532516768,49.06120824813843,"Speech, Predict, Speech, Speech, Speech","0.017161, 0.002657, 0.016601, 0.016583, 0.016386","9.264, 8.391, 11.251, 10.007, 10.147","54, 508, 54, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11894.19140625,68,2647.125,"65.2, 7.0, 2.2, 7.4, 6.1, 0.0, 0.8, 0.4, 6.3, 8.1, 51.9, 1.5, 1.2, 5.6, 0.4, 7.0, 34.7, 2.5, 4.5, 2.8, 5.8, 1.6, 1.5, 1.4, 0.4, 14.4, 29.8, 1.0, 0.2, 0.2, 1.8, 14.9",14,2139.89263803681,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spssd,0.054366454578594334,46.212095499038696,"Speech, Predict, Speech, Speech, Detect","0.016468, 0.002627, 0.016380, 0.016337, 0.002555","10.147, 8.380, 9.185, 10.788, 7.712","54, 508, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11911.859375,74,2647.125,"34.1, 60.0, 11.7, 5.9, 1.1, 0.6, 0.3, 0.4, 45.9, 1.5, 20.0, 0.6, 1.0, 0.6, 0.7, 7.3, 21.4, 0.8, 10.5, 0.9, 1.3, 0.6, 0.6, 0.7, 9.0, 1.8, 23.8, 0.8, 0.1, 0.7, 0.7, 26.4",12,2219.3648208469053,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spssp,0.05491089450277049,75.87789106369019,"Speech, Predict, Speech, Speech, Predict","0.016375, 0.002630, 0.016605, 0.016611, 0.002691","9.654, 8.290, 38.999, 10.515, 8.420","54, 508, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11913.97265625,100,2647.125,"70.4, 7.4, 9.3, 0.6, 1.2, 0.6, 6.1, 0.9, 24.4, 75.2, 0.6, 2.8, 0.5, 0.4, 1.4, 9.2, 7.4, 5.5, 7.1, 0.5, 1.6, 0.5, 1.4, 0.8, 0.2, 0.9, 1.8, 3.3, 0.4, 8.0, 4.3, 3.6",11,1802.7083333333333,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spsds,0.05513745115193934,51.589869022369385,"Speech, Predict, Speech, Detect, Speech","0.016600, 0.002714, 0.016551, 0.002526, 0.016747","10.247, 8.374, 16.374, 7.504, 9.091","54, 508, 54, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11926.3046875,73,2646.8125,"71.1, 2.7, 1.1, 0.8, 1.4, 1.0, 0.6, 0.8, 15.9, 65.6, 3.4, 4.9, 10.4, 0.5, 0.8, 5.4, 28.5, 0.6, 3.5, 0.3, 1.2, 3.1, 0.4, 1.1, 6.4, 25.1, 0.7, 0.8, 0.8, 0.7, 1.7, 21.0",9,2182.2157434402334,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spsdd,0.04047340128317294,47.458619356155396,"Speech, Predict, Speech, Detect, Detect","0.016247, 0.002746, 0.016668, 0.002435, 0.002378","10.089, 8.269, 14.193, 7.438, 7.469","54, 508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11924.71875,75,2646.8125,"30.3, 14.5, 8.6, 1.2, 2.5, 0.7, 1.3, 0.0, 25.4, 1.7, 1.5, 0.6, 40.8, 1.9, 16.9, 8.2, 29.3, 19.7, 3.6, 0.6, 9.7, 0.1, 0.3, 0.7, 23.7, 2.1, 5.2, 9.9, 13.9, 0.5, 1.2, 7.4",15,2285.4761904761904,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spsdp,0.041245515820939056,43.55360436439514,"Speech, Predict, Speech, Detect, Predict","0.016417, 0.002624, 0.017052, 0.002557, 0.002596","9.379, 8.339, 10.280, 7.858, 7.696","54, 508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11931.046875,76,2646.8125,"28.5, 5.2, 7.4, 2.5, 0.8, 5.9, 0.4, 11.4, 0.9, 5.7, 14.3, 21.7, 43.2, 1.5, 1.6, 4.7, 65.2, 1.1, 1.0, 0.5, 1.0, 8.0, 0.5, 2.1, 0.8, 1.1, 1.7, 38.5, 3.2, 0.4, 0.8, 8.3",13,2281.9655172413795,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spsps,0.05480158486439195,49.36403799057007,"Speech, Predict, Speech, Predict, Speech","0.016654, 0.002756, 0.016387, 0.002736, 0.016268","13.291, 8.438, 9.243, 8.486, 9.905","54, 508, 54, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11905.65234375,76,2646.8125,"25.5, 15.5, 0.5, 55.5, 1.8, 4.9, 0.7, 1.5, 14.6, 13.6, 8.1, 5.7, 13.7, 0.9, 1.7, 2.3, 1.5, 2.0, 0.7, 9.0, 1.0, 0.6, 1.0, 1.2, 59.8, 0.7, 3.8, 1.1, 4.1, 1.2, 9.1, 16.8",12,2258.185975609756,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spspd,0.04124927879848353,53.16686391830444,"Speech, Predict, Speech, Predict, Detect","0.016644, 0.002717, 0.016648, 0.002788, 0.002452","13.216, 8.405, 15.557, 8.428, 7.561","54, 508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11923.234375,73,2646.8125,"52.5, 20.4, 0.8, 2.7, 0.7, 8.5, 0.2, 1.3, 34.8, 43.7, 1.1, 2.0, 2.8, 1.8, 8.7, 6.6, 21.9, 10.1, 2.4, 2.9, 2.5, 1.2, 1.0, 0.5, 1.2, 11.7, 0.5, 0.3, 0.7, 0.3, 21.5, 11.1",12,2256.246458923513,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spspp,0.04089591025080199,79.09116554260254,"Speech, Predict, Speech, Predict, Predict","0.016438, 0.002620, 0.016396, 0.002731, 0.002711","13.292, 8.534, 40.989, 8.117, 8.159","54, 508, 54, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11941.46875,74,2647.125,"40.0, 4.7, 2.8, 0.7, 0.1, 3.1, 0.3, 1.5, 11.1, 2.3, 0.9, 1.5, 2.3, 28.8, 10.3, 15.5, 46.0, 0.8, 0.7, 0.1, 0.3, 0.4, 5.8, 8.2, 7.0, 0.8, 1.2, 0.7, 2.0, 17.3, 0.3, 8.6",11,1784.5714285714287,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spdss,0.05461285586176728,48.86046838760376,"Speech, Predict, Detect, Speech, Speech","0.016516, 0.002693, 0.002506, 0.016558, 0.016340","11.533, 8.334, 7.567, 12.527, 8.899","54, 508, 508, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11909.19140625,76,2647.125,"15.7, 2.3, 9.0, 72.7, 0.4, 0.5, 1.1, 0.7, 6.2, 2.4, 0.6, 8.1, 0.5, 1.2, 4.4, 22.6, 0.0, 5.2, 1.5, 0.1, 1.0, 0.8, 1.0, 0.5, 3.6, 0.9, 4.4, 5.7, 1.7, 0.7, 1.3, 13.5",9,2252.9076923076923,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spdsd,0.04075511402741325,42.170406103134155,"Speech, Predict, Detect, Speech, Detect","0.016560, 0.002677, 0.002489, 0.016555, 0.002474","8.905, 8.108, 7.323, 10.348, 7.486","54, 508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11827.20703125,72,2647.125,"16.5, 2.2, 1.3, 0.5, 72.1, 0.5, 0.9, 0.7, 1.7, 0.8, 0.5, 0.3, 11.8, 2.8, 2.7, 10.1, 0.4, 0.0, 0.3, 0.5, 12.1, 0.4, 0.4, 0.1, 0.0, 0.4, 0.5, 6.1, 1.8, 6.4, 10.9, 26.6",9,2316.214285714286,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spdsp,0.040919558398950125,41.47493386268616,"Speech, Predict, Detect, Speech, Predict","0.016430, 0.002768, 0.002460, 0.016544, 0.002716","8.767, 8.400, 7.422, 9.083, 7.804","54, 508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11751.0078125,74,2647.125,"0.7, 0.8, 0.5, 0.2, 39.5, 0.8, 0.4, 0.5, 0.3, 0.7, 3.8, 0.6, 0.7, 0.8, 0.4, 37.0, 0.5, 0.0, 0.0, 0.2, 60.6, 0.5, 0.9, 0.6, 0.7, 0.9, 11.6, 0.2, 1.3, 1.8, 0.4, 24.7",5,2262.1195652173915,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spdds,0.040599946704578595,51.271541357040405,"Speech, Predict, Detect, Detect, Speech","0.016508, 0.002642, 0.002511, 0.002500, 0.016439","9.371, 8.031, 7.489, 7.572, 18.808","54, 508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11836.38671875,29,2647.125,"15.2, 0.2, 1.0, 0.0, 19.1, 0.2, 0.4, 0.9, 1.8, 9.6, 11.0, 0.6, 0.6, 0.7, 0.8, 17.2, 51.4, 0.6, 0.5, 0.6, 14.3, 0.7, 0.6, 0.3, 1.0, 0.4, 0.4, 0.4, 1.3, 0.3, 0.6, 24.1",8,2321.4369501466276,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spddd,0.02649421019247594,39.493651390075684,"Speech, Predict, Detect, Detect, Detect","0.016422, 0.002683, 0.002505, 0.002413, 0.002470","9.141, 7.893, 7.586, 7.199, 7.675","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11841.4296875,71,2647.125,"42.1, 7.2, 1.7, 0.0, 0.1, 0.3, 0.2, 0.5, 16.3, 0.7, 3.5, 0.1, 1.4, 8.1, 19.9, 8.6, 42.2, 8.8, 0.2, 0.5, 0.9, 0.5, 0.7, 0.5, 0.6, 0.0, 0.7, 1.2, 1.3, 6.7, 6.1, 15.2",11,2363.269961977186,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spddp,0.026717483231262756,47.281498193740845,"Speech, Predict, Detect, Detect, Predict","0.016419, 0.002665, 0.002452, 0.002489, 0.002693","15.276, 8.273, 7.627, 7.524, 8.582","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11844.31640625,76,2647.125,"62.6, 1.1, 0.7, 0.0, 0.0, 0.0, 0.2, 1.4, 10.3, 0.6, 0.1, 0.1, 11.1, 13.1, 1.1, 8.3, 36.5, 0.3, 0.3, 0.3, 0.5, 0.4, 0.4, 0.4, 0.5, 0.1, 0.8, 0.8, 2.5, 1.9, 11.7, 13.8",8,2387.8184713375795,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spdps,0.04106752551764363,47.37367367744446,"Speech, Predict, Detect, Predict, Speech","0.016628, 0.002683, 0.002466, 0.002588, 0.016703","13.721, 7.735, 7.746, 8.028, 10.143","54, 508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11849.2890625,67,2647.125,"58.5, 1.3, 1.4, 11.0, 0.5, 0.6, 0.5, 0.4, 14.3, 0.7, 1.0, 0.1, 1.0, 1.3, 0.4, 13.1, 27.6, 0.7, 1.3, 0.4, 0.7, 0.1, 0.6, 0.7, 4.9, 1.4, 0.6, 12.2, 7.1, 1.0, 0.2, 19.3",8,2312.285714285714,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spdpd,0.02682142293671624,45.08724069595337,"Speech, Predict, Detect, Predict, Detect","0.016445, 0.002731, 0.002514, 0.002685, 0.002446","13.099, 8.595, 7.674, 8.414, 7.305","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11796.62109375,74,2646.8125,"36.5, 2.5, 15.1, 0.2, 0.7, 0.0, 0.5, 0.3, 12.6, 10.9, 1.5, 0.7, 0.2, 0.2, 6.2, 3.8, 47.1, 0.2, 0.1, 0.0, 0.2, 0.2, 0.3, 0.1, 3.2, 1.7, 26.2, 0.8, 0.2, 0.1, 4.2, 8.6",8,2375.9,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spdpp,0.027229826771653545,42.37549352645874,"Speech, Predict, Detect, Predict, Predict","0.016715, 0.002655, 0.002480, 0.002681, 0.002699","9.697, 8.437, 7.645, 8.123, 8.474","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11796.91796875,70,2646.8125,"0.6, 0.0, 80.1, 0.0, 0.4, 0.0, 0.2, 0.1, 0.2, 1.5, 0.3, 6.0, 0.7, 0.8, 0.7, 19.7, 0.2, 0.2, 20.2, 0.2, 0.5, 0.3, 0.1, 0.2, 0.1, 0.3, 0.1, 0.9, 14.4, 1.6, 0.1, 39.0",6,2351.627659574468,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sppss,0.05534504367162438,50.72607898712158,"Speech, Predict, Predict, Speech, Speech","0.016661, 0.002671, 0.002734, 0.016680, 0.016599","8.793, 8.102, 8.416, 12.893, 12.522","54, 508, 508, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11906.6015625,76,2646.8125,"68.2, 2.3, 17.2, 0.9, 1.1, 0.2, 3.5, 0.9, 9.0, 1.5, 0.6, 2.3, 0.8, 1.2, 0.8, 13.4, 9.4, 0.7, 0.2, 0.6, 0.3, 0.9, 0.3, 0.2, 8.5, 0.5, 0.6, 11.3, 0.5, 0.7, 0.4, 25.2",8,2242.3442136498516,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sppsd,0.041177442111402736,43.73809766769409,"Speech, Predict, Predict, Speech, Detect","0.016618, 0.002676, 0.002737, 0.016680, 0.002467","9.437, 8.032, 8.471, 10.160, 7.638","54, 508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11906.59375,72,2646.8125,"88.7, 5.0, 0.6, 1.1, 0.3, 0.0, 0.6, 0.6, 5.9, 0.6, 6.2, 1.4, 13.9, 0.6, 0.4, 15.3, 7.3, 0.6, 2.3, 0.4, 0.7, 0.8, 0.8, 0.4, 1.0, 0.7, 6.6, 0.2, 14.1, 0.5, 1.2, 18.3",9,2277.8865979381444,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sppsp,0.041158175925925924,49.58435082435608,"Speech, Predict, Predict, Speech, Predict","0.016538, 0.002646, 0.002683, 0.016605, 0.002687","11.523, 7.998, 8.274, 13.822, 7.966","54, 508, 508, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11935.265625,74,2646.8125,"28.3, 1.9, 0.4, 0.3, 0.2, 37.1, 0.3, 0.2, 1.8, 0.6, 1.2, 0.4, 0.6, 1.5, 0.4, 31.0, 35.3, 0.3, 0.3, 0.8, 0.3, 0.1, 0.3, 0.3, 10.6, 0.1, 0.3, 0.3, 0.5, 1.0, 1.0, 22.8",6,2153.818181818182,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sppds,0.04076383479148439,42.597575187683105,"Speech, Predict, Predict, Detect, Speech","0.016472, 0.002673, 0.002687, 0.002507, 0.016425","9.253, 7.987, 8.275, 7.542, 9.540","54, 508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11920.7421875,75,2646.8125,"27.7, 2.6, 0.4, 0.1, 0.8, 21.0, 0.8, 0.8, 3.8, 4.9, 0.9, 0.8, 1.1, 0.4, 1.4, 23.4, 7.4, 0.1, 0.9, 1.0, 0.9, 44.9, 0.3, 0.2, 0.5, 5.5, 0.7, 1.1, 0.7, 1.3, 1.4, 43.0",7,2183.321554770318,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sppdd,0.026900756270049574,39.7214720249176,"Speech, Predict, Predict, Detect, Detect","0.016541, 0.002680, 0.002718, 0.002483, 0.002479","8.763, 8.146, 7.908, 7.259, 7.645","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11914.90625,29,2646.8125,"34.8, 2.0, 59.5, 0.0, 0.4, 0.4, 0.0, 0.1, 1.0, 0.5, 0.8, 13.5, 6.9, 11.2, 0.5, 10.7, 6.1, 0.4, 0.4, 0.6, 0.7, 0.0, 0.6, 0.4, 1.5, 0.4, 1.4, 0.9, 9.4, 2.7, 13.2, 16.7",10,2374.715909090909,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sppdp,0.027018840624088655,40.97636437416077,"Speech, Predict, Predict, Detect, Predict","0.016575, 0.002693, 0.002678, 0.002473, 0.002600","8.972, 8.077, 8.405, 7.403, 8.119","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11875.94921875,36,2646.8125,"2.5, 3.7, 92.7, 0.8, 0.0, 0.7, 0.3, 0.4, 40.7, 0.3, 0.2, 8.2, 0.5, 1.1, 0.1, 6.9, 0.0, 0.4, 2.6, 0.2, 0.3, 0.3, 0.3, 0.0, 8.2, 0.9, 0.5, 5.1, 0.5, 0.3, 0.3, 14.9",7,2366.043956043956,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,sppps,0.041466615777194515,47.245240211486816,"Speech, Predict, Predict, Predict, Speech","0.016592, 0.002692, 0.002703, 0.002739, 0.016741","8.950, 8.128, 8.019, 8.429, 13.719","54, 508, 508, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11981.4921875,75,2646.8125,"30.7, 2.3, 0.2, 0.6, 0.2, 0.5, 0.6, 0.2, 1.2, 1.7, 0.9, 19.5, 0.9, 0.6, 0.6, 27.7, 68.4, 0.0, 0.4, 0.6, 0.9, 0.3, 0.5, 0.3, 0.5, 0.2, 0.4, 5.4, 0.2, 0.3, 0.3, 18.5",6,2220.334394904459,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spppd,0.027190071376494606,41.600576400756836,"Speech, Predict, Predict, Predict, Detect","0.016642, 0.002705, 0.002681, 0.002680, 0.002482","9.590, 8.332, 8.197, 8.129, 7.353","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11980.6171875,32,2646.5625,"28.7, 2.6, 0.4, 0.4, 0.4, 20.0, 0.3, 0.5, 0.1, 6.0, 6.4, 7.7, 9.1, 0.7, 0.6, 30.7, 52.3, 0.4, 0.1, 0.1, 0.0, 0.0, 0.1, 0.0, 0.4, 1.3, 0.4, 1.2, 5.8, 0.1, 1.1, 17.1",10,2382.6714801444045,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,spppp,0.027350967774861477,41.95297837257385,"Speech, Predict, Predict, Predict, Predict","0.016630, 0.002682, 0.002686, 0.002662, 0.002692","9.689, 8.130, 8.108, 8.047, 7.979","54, 508, 508, 508, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11983.59765625,68,2646.5625,"4.4, 0.6, 0.5, 0.5, 0.6, 99.9, 0.0, 0.1, 13.3, 0.5, 13.5, 0.7, 0.7, 1.6, 1.4, 19.3, 0.4, 0.0, 1.4, 0.0, 0.3, 0.1, 0.6, 0.4, 6.2, 0.5, 1.9, 1.0, 0.2, 0.8, 1.4, 28.8",6,2324.1397849462364,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dssss,0.06912479775444735,46.48529005050659,"Detect, Speech, Speech, Speech, Speech","0.002528, 0.016435, 0.016964, 0.016672, 0.016526","7.307, 9.946, 8.857, 11.870, 8.505","508, 54, 54, 54, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11960.30859375,76,2647.125,"31.0, 2.5, 0.6, 0.5, 0.7, 46.9, 0.6, 0.2, 12.2, 0.3, 8.1, 1.1, 0.6, 2.3, 0.2, 26.0, 21.7, 0.0, 0.7, 0.6, 1.0, 0.2, 0.5, 0.9, 1.1, 0.8, 4.6, 0.8, 1.2, 0.6, 0.9, 19.2",7,2075.339805825243,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dsssd,0.055527782225138524,42.86976480484009,"Detect, Speech, Speech, Speech, Detect","0.002526, 0.016602, 0.016693, 0.017208, 0.002499","7.727, 8.921, 9.526, 9.338, 7.357","508, 54, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12012.34375,74,2647.125,"22.8, 1.7, 1.4, 0.7, 0.4, 0.5, 0.4, 0.5, 5.1, 0.7, 1.3, 12.2, 1.0, 1.2, 0.7, 27.3, 77.2, 1.3, 0.4, 0.4, 0.8, 0.8, 0.6, 0.4, 0.6, 0.7, 0.5, 1.6, 6.2, 1.0, 1.5, 22.3",7,2225.2105263157896,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dsssp,0.05489536723534558,47.257110357284546,"Detect, Speech, Speech, Speech, Predict","0.002467, 0.016569, 0.016636, 0.016498, 0.002725","7.419, 9.107, 8.799, 13.682, 8.250","508, 54, 54, 54, 508",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,11953.9140625,72,2647.125,"39.7, 57.5, 0.4, 0.6, 0.6, 0.6, 0.3, 0.2, 1.2, 1.6, 1.1, 1.1, 4.8, 0.7, 0.7, 15.2, 6.6, 0.3, 0.7, 0.3, 0.5, 0.4, 0.7, 1.0, 0.3, 1.5, 0.2, 0.6, 11.7, 0.6, 0.6, 37.7",6,2199.6019108280257,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
1,dssds,0.05407384543598717,52.60812020301819,"Detect, Speech, Speech, Detect, Speech","0.002395, 0.016395, 0.016325, 0.002466, 0.016494","7.233, 9.544, 19.370, 7.473, 8.988","508, 54, 54, 508, 54",307200,82160,/home/jyoti/heterogeneous_edge/images/bear,/home/jyoti/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,12018.375,75,2647.125,"34.4, 40.8, 1.2, 3.8, 0.3, 0.3, 0.7, 0.8, 33.0, 1.1, 0.9, 5.4, 0.9, 0.8, 0.5, 13.2, 4.4, 8.9, 0.1, 2.6, 0.9, 0.6, 0.9, 0.4, 1.1, 0.4, 1.1, 6.2, 1.0, 0.2, 1.0, 11.0",8,2230.5,30.453655242919922,32,15.9921875,AMD Ryzen 9 7950X 16-Core Processor,NVIDIA GeForce RTX 4080
