Iteration,Combination,Total Processing Time (sec),Total Execution Time (sec),Scripts Executed,Individual Processing Times,Individual Execution Times,Files Processed Per Script,First Image Pixels,First Audio Samples,Image Source Dir,Audio Source Dir,Peak RAM Usage (MB),Peak GPU Usage (%),Peak GPU Memory (MB),Average CPU Usage Per Core,Number of Cores Used,Average GPU Clock (MHz),Total RAM (GB),Total CPU Cores,Total GPU Memory (GB),CPU Model,GPU Model
1,sp,0.024168353327157634,17.122228145599365,"Speech, Predict","0.020959, 0.003210","9.455, 7.667","102, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8577.85546875,81,2826.125,"7.4, 4.7, 27.2, 2.2, 10.2, 0.0, 24.0, 16.1, 3.2, 0.9, 3.0, 0.8, 1.5, 1.7, 1.6, 1.9",5,1620.7731958762886,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,ds,0.0236785710205342,16.55474591255188,"Detect, Speech","0.002737, 0.020941","6.861, 9.694","508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8508.49609375,80,2826.125,"12.4, 0.7, 15.9, 0.0, 36.1, 3.8, 1.5, 1.1, 13.2, 4.6, 1.8, 1.1, 1.5, 1.2, 1.2, 1.1",4,1621.5,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dd,0.005472667322834645,13.653818130493164,"Detect, Detect","0.002714, 0.002759","6.795, 6.858","508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7914.046875,40,982.125,"1.9, 0.0, 14.4, 11.0, 5.0, 0.0, 70.1, 0.2, 3.8, 0.2, 2.1, 0.9, 0.4, 0.4, 0.6, 0.4",4,1622.967032967033,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dp,0.005938458661417323,14.507713556289673,"Detect, Predict","0.002722, 0.003216","6.864, 7.644","508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7995.03515625,42,1046.125,"1.6, 0.0, 44.9, 31.0, 18.9, 0.8, 0.0, 0.0, 4.3, 0.0, 1.1, 0.2, 0.2, 0.6, 0.3, 0.6",3,1625.46875,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,ps,0.024407524741392617,17.96532917022705,"Predict, Speech","0.003223, 0.021184","7.676, 10.289","508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8614.625,82,2826.125,"9.4, 2.9, 15.6, 1.3, 1.9, 2.9, 12.3, 6.1, 4.2, 32.4, 2.4, 1.0, 1.1, 1.5, 1.8, 0.8",5,1610.625,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,pd,0.005932586614173228,14.46079707145691,"Predict, Detect","0.003212, 0.002721","7.665, 6.795","508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8035.3984375,43,1046.125,"2.2, 0.0, 0.7, 0.2, 34.9, 16.0, 8.2, 38.8, 2.4, 0.0, 0.8, 0.0, 0.2, 1.0, 1.0, 0.9",4,1642.1875,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,pp,0.006452374015748032,15.437015056610107,"Predict, Predict","0.003218, 0.003235","7.704, 7.733","508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8103.42578125,43,1046.125,"2.2, 0.6, 1.3, 2.1, 6.0, 1.4, 30.5, 0.0, 21.8, 0.0, 4.0, 38.7, 0.5, 0.8, 0.8, 0.0",4,1647.75,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,sss,0.0627100294117647,29.251282453536987,"Speech, Speech, Speech","0.020895, 0.020963, 0.020852","9.170, 9.520, 10.562","102, 102, 102",,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8636.421875,82,2826.125,"11.2, 1.0, 27.3, 12.7, 15.9, 1.9, 1.9, 0.8, 3.5, 0.6, 7.9, 2.3, 2.3, 2.0, 2.3, 2.4",5,1456.0169491525423,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,ssd,0.04441668102516597,26.77149224281311,"Speech, Speech, Detect","0.020854, 0.020843, 0.002720","9.552, 10.400, 6.820","102, 102, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8571.453125,82,2826.125,"12.6, 4.8, 16.6, 18.3, 11.6, 0.8, 8.2, 1.4, 2.6, 0.2, 11.6, 1.8, 2.2, 1.7, 1.7, 1.6",6,1471.842105263158,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,ssp,0.04532192438628995,26.52520251274109,"Speech, Speech, Predict","0.020899, 0.021204, 0.003219","9.468, 9.419, 7.639","102, 102, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8529.078125,81,2826.125,"4.0, 8.1, 3.8, 0.8, 28.4, 5.3, 6.3, 1.5, 5.4, 8.8, 19.7, 1.0, 1.6, 1.6, 2.0, 1.4",7,1566.9375,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,sds,0.044472721939169374,25.1032133102417,"Speech, Detect, Speech","0.020899, 0.002725, 0.020849","9.287, 6.822, 8.994","102, 508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8516.96484375,81,2826.125,"20.1, 17.5, 7.8, 5.7, 4.2, 7.1, 3.8, 2.7, 11.4, 4.1, 8.2, 3.0, 1.6, 1.8, 1.6, 1.5",7,1626.1458333333333,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,sdd,0.02628744858730894,22.604665994644165,"Speech, Detect, Detect","0.020831, 0.002722, 0.002735","8.981, 6.819, 6.805","102, 508, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8708.69140625,80,2826.125,"13.0, 17.2, 27.0, 0.3, 28.9, 0.1, 3.3, 5.5, 2.6, 0.2, 1.1, 0.1, 1.5, 1.2, 0.9, 0.8",5,1598.6301369863013,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,sdp,0.02684233175081056,24.247390270233154,"Speech, Detect, Predict","0.020866, 0.002719, 0.003258","9.470, 6.823, 7.954","102, 508, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8581.71875,81,2826.125,"4.0, 16.5, 8.3, 6.0, 28.6, 11.4, 6.8, 17.4, 3.3, 0.5, 8.4, 1.2, 1.6, 1.9, 1.0, 1.3",8,1616.1486486486488,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,sps,0.04517895468581133,26.852943420410156,"Speech, Predict, Speech","0.020900, 0.003217, 0.021062","9.863, 7.656, 9.334","102, 508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8590.94140625,81,2826.125,"7.4, 5.4, 14.3, 5.4, 6.3, 11.7, 7.7, 6.2, 6.1, 20.8, 12.9, 3.0, 3.3, 3.3, 3.9, 2.8",11,1577.8662420382166,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,spd,0.026791053689979933,24.187882900238037,"Speech, Predict, Detect","0.020837, 0.003241, 0.002713","9.526, 7.788, 6.874","102, 508, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,9080.98046875,82,2826.125,"18.2, 22.4, 7.2, 16.2, 18.8, 13.4, 11.9, 0.7, 4.9, 1.8, 11.5, 3.0, 2.1, 1.5, 1.4, 1.5",8,1551.0967741935483,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,spp,0.02726345236992435,24.931310176849365,"Speech, Predict, Predict","0.020829, 0.003218, 0.003216","9.648, 7.663, 7.619","102, 508, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8594.625,81,2828.4375,"2.1, 4.0, 27.3, 0.1, 26.5, 8.1, 6.7, 0.7, 3.2, 1.6, 9.1, 6.2, 1.4, 0.9, 1.1, 1.1",6,1661.078431372549,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dss,0.044875234174772266,28.58794403076172,"Detect, Speech, Speech","0.002720, 0.020910, 0.021245","6.812, 9.784, 11.992","508, 102, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8663.68359375,81,2828.4375,"6.0, 10.3, 14.3, 3.5, 11.9, 16.0, 7.3, 7.9, 2.2, 0.4, 4.6, 2.9, 1.7, 1.7, 1.9, 1.7",7,1530.7670454545455,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dsd,0.02633672375328084,22.727903842926025,"Detect, Speech, Detect","0.002728, 0.020903, 0.002706","6.824, 9.057, 6.848","508, 102, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8471.64453125,80,2924.5,"26.5, 3.4, 13.2, 7.4, 10.0, 2.1, 2.0, 0.7, 7.8, 9.5, 13.4, 5.6, 1.1, 1.1, 0.8, 1.0",8,1591.9520547945206,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dsp,0.026757223598888377,24.08430314064026,"Detect, Speech, Predict","0.002730, 0.020797, 0.003230","6.834, 9.578, 7.673","508, 102, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8472.20703125,82,2922.625,"4.0, 23.3, 14.8, 2.8, 4.7, 1.3, 3.8, 4.8, 7.5, 0.5, 22.3, 9.4, 1.5, 0.9, 1.1, 1.1",5,1547.549019607843,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dds,0.02626559919715918,23.76345920562744,"Detect, Detect, Speech","0.002711, 0.002745, 0.020810","6.816, 6.859, 10.089","508, 508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8601.1796875,80,2922.625,"13.1, 2.0, 9.2, 0.2, 8.9, 0.1, 32.0, 8.0, 14.4, 6.4, 0.4, 1.8, 1.3, 1.4, 1.4, 1.3",7,1625.892857142857,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,ddd,0.008185442913385826,20.50129723548889,"Detect, Detect, Detect","0.002732, 0.002747, 0.002707","6.842, 6.873, 6.786","508, 508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7989.3203125,40,1078.625,"12.1, 21.6, 33.4, 0.3, 7.0, 0.9, 6.1, 0.0, 1.4, 0.8, 17.1, 4.4, 0.3, 0.9, 0.7, 0.3",6,1587.7611940298507,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,ddp,0.00867234251968504,21.286410570144653,"Detect, Detect, Predict","0.002727, 0.002719, 0.003226","6.870, 6.804, 7.612","508, 508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8009.9609375,45,1142.625,"2.0, 26.3, 4.0, 3.2, 1.9, 0.9, 32.5, 23.4, 2.5, 0.8, 7.0, 0.1, 0.4, 0.6, 1.3, 0.3",4,1657.9285714285713,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dps,0.026784377643970975,23.78043794631958,"Detect, Predict, Speech","0.002724, 0.003224, 0.020837","6.871, 7.682, 9.228","508, 508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8593.49609375,82,2922.625,"20.2, 18.0, 7.9, 0.1, 17.4, 5.3, 5.0, 1.0, 6.2, 6.9, 8.6, 1.4, 1.4, 1.4, 1.3, 1.1",9,1574.6896551724137,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dpd,0.008679312992125984,21.310094118118286,"Detect, Predict, Detect","0.002731, 0.003225, 0.002723","6.831, 7.697, 6.782","508, 508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8000.55859375,44,1142.625,"1.5, 25.8, 3.8, 3.4, 39.6, 0.5, 4.7, 0.4, 7.4, 16.3, 2.0, 2.0, 0.2, 0.3, 0.0, 0.2",4,1614.75,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,dpp,0.00914022440944882,22.09200620651245,"Detect, Predict, Predict","0.002720, 0.003211, 0.003210","6.792, 7.662, 7.639","508, 508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7978.40625,44,1142.625,"21.4, 17.6, 2.4, 4.5, 8.6, 25.3, 1.1, 0.7, 12.1, 6.8, 1.2, 0.4, 0.6, 0.6, 1.0, 0.3",6,1654.8287671232877,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,pss,0.04500440836807164,26.384236574172974,"Predict, Speech, Speech","0.003209, 0.020851, 0.020945","7.620, 8.989, 9.775","508, 102, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8620.58203125,82,2922.625,"8.0, 1.4, 17.0, 7.7, 22.5, 5.8, 6.5, 8.7, 12.5, 0.3, 1.6, 2.3, 1.7, 1.9, 1.8, 2.0",8,1543.6363636363637,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,psd,0.026801145707889454,25.55314326286316,"Predict, Speech, Detect","0.003212, 0.020872, 0.002716","7.690, 11.071, 6.792","508, 102, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8751.67578125,82,2922.625,"1.7, 0.8, 14.7, 8.9, 8.4, 7.4, 11.0, 12.4, 16.1, 8.1, 1.5, 1.6, 1.3, 0.8, 1.1, 1.8",8,1522.2611464968154,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,psp,0.027316600239308323,25.502440452575684,"Predict, Speech, Predict","0.003217, 0.020885, 0.003215","7.667, 10.213, 7.622","508, 102, 508",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8578.05078125,82,2922.625,"2.2, 0.8, 20.6, 1.9, 24.1, 0.6, 27.1, 3.7, 3.3, 0.5, 9.0, 1.0, 0.8, 1.0, 0.9, 0.7",4,1620.8709677419354,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,pds,0.026879548093253047,24.55777883529663,"Predict, Detect, Speech","0.003215, 0.002713, 0.020951","7.624, 6.813, 10.121","508, 508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8488.41796875,80,2922.625,"2.1, 2.7, 36.2, 18.5, 15.9, 0.7, 7.2, 0.9, 1.1, 0.6, 6.3, 1.7, 0.9, 0.7, 1.1, 1.4",5,1575.3921568627452,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,pdd,0.008658057086614174,21.275752067565918,"Predict, Detect, Detect","0.003215, 0.002711, 0.002732","7.642, 6.807, 6.827","508, 508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7992.1875,43,1142.5,"1.0, 6.6, 35.5, 29.1, 0.9, 6.1, 1.8, 0.1, 1.9, 1.3, 7.0, 12.2, 0.1, 0.5, 0.1, 0.5",6,1641.276595744681,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,pdp,0.009161009842519685,22.206430673599243,"Predict, Detect, Predict","0.003214, 0.002732, 0.003214","7.641, 6.822, 7.743","508, 508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8021.83984375,44,1142.5,"0.6, 1.2, 27.3, 14.4, 28.0, 0.0, 28.7, 0.0, 0.6, 1.0, 1.4, 1.5, 0.7, 0.1, 0.5, 0.4",4,1640.7142857142858,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,pps,0.027354476107765945,24.463488578796387,"Predict, Predict, Speech","0.003221, 0.003218, 0.020915","7.681, 7.662, 9.120","508, 508, 102",307200,37360,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,8557.48828125,82,2922.5,"11.5, 19.9, 43.1, 3.7, 5.9, 0.6, 3.3, 0.7, 6.5, 0.6, 4.8, 0.4, 1.1, 0.9, 1.0, 1.8",5,1598.9802631578948,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
1,ppd,0.009168326771653542,22.121922731399536,"Predict, Predict, Detect","0.003223, 0.003219, 0.002726","7.680, 7.636, 6.805","508, 508, 508",307200,,/home/iiitd/heterogeneous/heterogeneous_edge/images/bear,/home/iiitd/heterogeneous/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7928.87890625,44,1140.5,"15.9, 11.6, 30.6, 37.0, 3.7, 0.2, 0.7, 0.0, 0.9, 0.1, 1.7, 0.3, 0.6, 0.1, 0.3, 0.4",4,1664.6938775510205,31.108741760253906,16,24.0,12th Gen Intel(R) Core(TM) i5-12600K,NVIDIA GeForce RTX 3090
