Iteration,Combination,Total Processing Time (sec),Total Execution Time (sec),Scripts Executed,Individual Processing Times,Individual Execution Times,Num Files Processed,First Image Pixels,First Audio Samples,Image Source Dir,Audio Source Dir,Peak RAM Usage (MB),Average CPU Usage Per Core,Number of Cores Used,Peak CPU Usage (%),Average CPU Clock (MHz),Total RAM (GB),Total CPU Cores,CPU Model,Device
1,pd,0.130287552,86.66315340995789,"Predict, Detect","0.074766, 0.055522","52.189, 34.474","500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6623.91796875,"35.6, 30.6, 51.5, 37.8, 52.7, 33.0, 63.4, 65.0, 39.6, 55.1, 39.2, 59.0",12,96.7,3.841072404371585,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,pp,0.14842202799999998,103.96335625648499,"Predict, Predict","0.074203, 0.074219","51.994, 51.970","500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6549.765625,"34.7, 43.8, 38.7, 26.2, 58.7, 45.1, 62.7, 55.9, 55.1, 68.6, 36.5, 48.7",12,98.4,4.066316699282453,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sss,1.8484628148148148,128.9996325969696,"Speech, Speech, Speech","0.601377, 0.619593, 0.627493","42.363, 43.087, 43.549","54, 54, 54",,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7790.91796875,"25.9, 24.0, 34.0, 26.7, 46.0, 47.2, 63.3, 61.7, 45.2, 53.0, 33.3, 32.5",12,59.0,3.7748855152471084,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ssd,1.3270776495555554,123.58813261985779,"Speech, Speech, Detect","0.634616, 0.637415, 0.055046","45.784, 43.532, 34.272","54, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7780.80078125,"32.7, 38.2, 44.2, 38.6, 33.7, 42.4, 55.7, 53.5, 38.8, 44.5, 48.9, 40.9",12,73.8,3.817981359649123,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ssp,1.3348453485925926,139.23365473747253,"Speech, Speech, Predict","0.628937, 0.631997, 0.073911","43.129, 44.365, 51.740","54, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7874.2109375,"34.0, 22.7, 39.4, 22.6, 57.9, 45.9, 59.7, 67.9, 45.9, 63.2, 28.0, 40.3",12,100.0,3.88692373294347,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sds,1.2606529718518518,119.6465539932251,"Speech, Detect, Speech","0.615669, 0.056419, 0.588565","42.594, 34.931, 42.121","54, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7826.75,"35.5, 28.5, 41.4, 29.0, 37.3, 34.9, 50.5, 65.3, 40.8, 54.7, 45.3, 48.4",12,74.6,3.8267351443123943,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sdd,0.762485173925926,114.50802564620972,"Speech, Detect, Detect","0.651085, 0.055239, 0.056161","45.320, 34.339, 34.850","54, 500, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7806.0546875,"32.6, 36.1, 42.8, 15.2, 35.8, 50.2, 60.8, 57.4, 43.7, 71.8, 51.0, 36.6",12,74.6,3.9119880319148934,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sdp,0.7486283167407407,128.9750063419342,"Speech, Detect, Predict","0.619823, 0.054244, 0.074561","43.167, 33.810, 51.999","54, 500, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7770.3984375,"33.4, 32.1, 58.7, 28.3, 47.4, 36.5, 61.8, 62.0, 29.7, 61.1, 41.6, 53.2",12,95.1,3.937716010498688,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sps,1.3276992092592592,138.6573088169098,"Speech, Predict, Speech","0.622094, 0.073782, 0.631823","42.743, 51.582, 44.333","54, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7809.078125,"36.3, 38.0, 37.1, 19.1, 41.4, 33.3, 55.8, 54.7, 48.9, 67.1, 44.6, 53.2",12,60.7,3.8782443710230052,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,spd,0.753547242962963,129.3716344833374,"Speech, Predict, Detect","0.623494, 0.074492, 0.055561","42.925, 51.900, 34.547","54, 500, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7787.87109375,"34.0, 38.0, 41.7, 21.5, 51.1, 38.2, 60.7, 57.2, 46.4, 67.7, 37.9, 51.0",12,93.3,3.934493841719078,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,spp,0.7462586557037036,145.15856218338013,"Speech, Predict, Predict","0.597853, 0.074108, 0.074298","41.432, 51.568, 52.158","54, 500, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7809.4921875,"34.6, 26.0, 54.7, 28.9, 52.3, 22.9, 59.1, 73.3, 35.7, 62.6, 38.6, 68.5",12,71.6,3.9727356241234224,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,dss,1.3134189352592593,120.52339148521423,"Detect, Speech, Speech","0.053511, 0.633280, 0.626628","33.488, 44.218, 42.816","500, 54, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7849.203125,"24.0, 39.3, 47.7, 16.7, 55.3, 45.0, 67.1, 52.2, 35.4, 66.7, 28.2, 38.4",12,63.9,3.850388842046094,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,dsd,0.7186272677777777,111.92959952354431,"Detect, Speech, Detect","0.055381, 0.609024, 0.054222","34.536, 43.612, 33.781","500, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7804.96484375,"35.5, 46.3, 36.9, 22.1, 32.6, 50.0, 59.7, 43.1, 48.4, 63.8, 52.8, 36.0",12,77.4,3.893948275862069,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,dsp,0.7573267901481482,130.04130125045776,"Detect, Speech, Predict","0.055191, 0.627776, 0.074360","34.366, 43.862, 51.813","500, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7805.015625,"33.6, 23.9, 42.0, 40.3, 56.4, 52.1, 63.0, 69.2, 46.5, 48.6, 32.3, 36.9",12,83.9,3.941071223958333,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,dds,0.7408164391851851,113.9395649433136,"Detect, Detect, Speech","0.054565, 0.056730, 0.629521","34.114, 35.041, 44.784","500, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7861.1875,"30.3, 31.8, 48.9, 18.5, 42.0, 44.8, 65.4, 58.0, 36.4, 67.8, 43.9, 40.8",12,98.3,3.889407605466429,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ddd,0.166353968,103.46994709968567,"Detect, Detect, Detect","0.055468, 0.054388, 0.056498","34.427, 33.980, 35.064","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6609.77734375,"41.1, 35.7, 41.0, 24.0, 54.8, 41.0, 56.7, 60.1, 49.5, 67.5, 36.3, 49.9",12,95.0,3.9941980392156866,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ddp,0.18781233799999997,122.40557599067688,"Detect, Detect, Predict","0.058244, 0.055085, 0.074484","35.933, 34.308, 52.165","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6626.49609375,"34.4, 43.1, 56.6, 20.4, 62.1, 50.0, 63.9, 54.5, 35.5, 73.2, 30.6, 42.9",12,84.1,4.011181453841902,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,dps,0.7502959760740742,131.11655235290527,"Detect, Predict, Speech","0.053325, 0.075826, 0.621145","33.441, 53.067, 44.609","500, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7834.15234375,"40.2, 32.0, 57.1, 19.4, 29.4, 48.4, 53.9, 61.7, 30.5, 68.3, 58.7, 39.4",12,100.0,3.921039664082688,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,dpd,0.18624770599999999,121.37761068344116,"Detect, Predict, Detect","0.056208, 0.074155, 0.055884","34.926, 51.769, 34.682","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6655.75390625,"39.1, 32.9, 44.0, 38.6, 54.4, 55.1, 57.6, 66.0, 48.1, 54.0, 37.7, 37.6",12,90.3,4.028757246376812,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,dpp,0.204429816,138.32775115966797,"Detect, Predict, Predict","0.055456, 0.074710, 0.074264","34.449, 52.051, 51.827","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6515.1953125,"36.7, 54.4, 46.8, 24.4, 53.8, 50.1, 60.2, 44.9, 47.1, 69.1, 39.7, 43.4",12,91.5,4.027658455882353,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,pss,1.337375101851852,140.09520888328552,"Predict, Speech, Speech","0.074989, 0.625842, 0.636544","52.249, 43.695, 44.151","500, 54, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7933.7421875,"34.0, 28.6, 40.2, 25.2, 48.2, 24.5, 58.6, 64.1, 45.2, 60.6, 38.0, 61.7",12,97.1,3.8829027374031004,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,psd,0.759241976074074,131.60787439346313,"Predict, Speech, Detect","0.075084, 0.627568, 0.056590","52.452, 44.157, 34.999","500, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7818.4140625,"40.4, 27.2, 45.0, 26.0, 43.5, 37.7, 54.5, 66.8, 42.9, 62.7, 44.6, 51.2",12,61.7,3.9400189335394127,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,psp,0.7353578137777778,145.4437701702118,"Predict, Speech, Predict","0.074468, 0.586692, 0.074198","52.145, 41.444, 51.856","500, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7776.19140625,"30.6, 26.6, 43.5, 34.0, 47.8, 45.3, 68.1, 66.3, 46.8, 56.1, 42.5, 45.3",12,100.0,3.96659731934732,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,pds,0.7701073319999999,133.1056568622589,"Predict, Detect, Speech","0.074951, 0.056556, 0.638600","52.226, 34.999, 45.880","500, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7813.65625,"42.5, 22.1, 44.2, 36.6, 43.8, 46.1, 55.2, 69.1, 44.4, 52.6, 44.7, 43.2",12,77.6,3.9505689567430027,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,pdd,0.185613052,121.00088119506836,"Predict, Detect, Detect","0.074440, 0.056076, 0.055097","51.963, 34.764, 34.274","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6553.4375,"43.7, 28.3, 48.0, 26.3, 50.5, 41.3, 55.3, 68.9, 44.2, 66.3, 41.5, 51.5",12,96.7,4.013427852348993,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,pdp,0.20773939999999996,140.44143080711365,"Predict, Detect, Predict","0.074985, 0.057524, 0.075231","52.448, 35.506, 52.488","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6582.625,"44.7, 27.3, 50.1, 23.5, 51.7, 32.7, 54.1, 70.2, 43.0, 70.3, 41.4, 60.8",12,93.7,4.038373010130246,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,pps,0.7601593581481483,146.52094888687134,"Predict, Predict, Speech","0.074141, 0.074282, 0.611737","52.054, 52.022, 42.445","500, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7811.02734375,"43.1, 41.1, 48.1, 19.8, 48.7, 50.9, 52.7, 55.4, 42.2, 71.4, 41.8, 39.6",12,90.3,3.970108101851852,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ppd,0.20381678199999997,138.30412578582764,"Predict, Predict, Detect","0.074515, 0.074584, 0.054717","51.906, 52.257, 34.141","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6538.234375,"35.5, 32.2, 49.8, 38.1, 47.4, 66.5, 62.1, 66.5, 43.7, 56.3, 46.7, 27.2",12,96.7,4.030389583333333,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ppp,0.22412558200000002,156.9289653301239,"Predict, Predict, Predict","0.074298, 0.075312, 0.074516","52.038, 52.757, 52.133","500, 500, 500",286720,,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,6734.5703125,"25.5, 40.6, 63.5, 19.5, 60.3, 55.9, 71.3, 60.6, 30.8, 75.5, 34.2, 38.2",12,91.5,4.051855274535236,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ssss,2.4552322407407408,170.9983732700348,"Speech, Speech, Speech, Speech","0.607700, 0.620184, 0.614230, 0.613118","42.042, 42.916, 42.864, 43.177","54, 54, 54, 54",,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7942.8515625,"35.9, 23.4, 41.3, 18.9, 26.2, 40.9, 49.3, 65.0, 36.8, 60.3, 52.2, 37.7",12,62.3,3.474075703527547,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sssd,1.9061376811851851,164.52685523033142,"Speech, Speech, Speech, Detect","0.619408, 0.607343, 0.624232, 0.055155","43.302, 42.607, 44.253, 34.365","54, 54, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7871.390625,"28.6, 27.6, 46.2, 29.1, 35.6, 38.2, 58.4, 63.6, 34.8, 52.6, 46.1, 43.9",12,73.8,3.8043612484548825,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sssp,1.9400219691851852,180.6369593143463,"Speech, Speech, Speech, Predict","0.613121, 0.627743, 0.624485, 0.074672","42.572, 42.809, 43.058, 52.197","54, 54, 54, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7908.05078125,"41.0, 27.6, 45.4, 24.0, 48.0, 38.3, 50.4, 64.3, 38.4, 60.8, 36.2, 47.0",12,62.5,3.8584067192192197,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ssds,1.8827659831111112,161.58490324020386,"Speech, Speech, Detect, Speech","0.604347, 0.615720, 0.054550, 0.608149","42.498, 42.709, 33.886, 42.492","54, 54, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7906.3125,"36.0, 35.7, 30.8, 15.7, 46.0, 47.3, 52.3, 52.7, 49.2, 65.3, 34.5, 33.6",12,95.0,3.5238595387840674,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ssdd,1.3663930702222222,157.15201592445374,"Speech, Speech, Detect, Detect","0.633027, 0.622771, 0.055326, 0.055269","45.659, 42.670, 34.352, 34.471","54, 54, 500, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7908.828125,"35.3, 30.8, 42.2, 30.7, 46.4, 36.9, 55.7, 61.5, 41.4, 53.5, 38.0, 47.5",12,63.8,3.8661576110392417,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ssdp,1.3664646674074075,172.09179615974426,"Speech, Speech, Detect, Predict","0.614121, 0.622079, 0.055604, 0.074661","42.988, 42.556, 34.567, 51.982","54, 54, 500, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7854.11328125,"32.1, 42.0, 40.5, 33.8, 62.5, 46.4, 57.8, 55.1, 45.8, 52.7, 23.8, 40.2",12,96.8,3.904790189125296,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,ssps,1.9430150554074073,184.4807584285736,"Speech, Speech, Predict, Speech","0.616270, 0.625804, 0.074689, 0.626252","44.041, 43.958, 52.057, 44.424","54, 54, 500, 54",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7899.98046875,"25.9, 32.6, 42.8, 32.9, 43.9, 42.6, 64.5, 57.2, 40.1, 50.6, 39.5, 40.5",12,86.7,3.8451533296541576,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
1,sspd,1.3642384601481483,171.2961287498474,"Speech, Speech, Predict, Detect","0.608744, 0.626900, 0.073901, 0.054693","42.270, 43.211, 51.704, 34.111","54, 54, 500, 500",286720,55680,/home/iiit-delhi/Desktop/heterogeneous_edge/datasets/coco/images/val2017,/home/iiit-delhi/Desktop/heterogeneous_edge/test-clean/LibriSpeech/test-clean/1580/141083,7947.01953125,"42.2, 37.9, 38.3, 25.0, 43.0, 53.5, 52.7, 53.7, 48.0, 62.2, 43.9, 33.8",12,81.7,3.9089214172604914,30.74622344970703,12,AMD Ryzen 5 5600GT with Radeon Graphics,CPU
