episode,step,reward
76,12,0.090215
76,13,0.194720
76,14,0.163512
76,15,0.152874
77,1,0.113172
77,2,0.104923
77,3,0.078592
77,4,0.030758
77,5,0.017265
77,6,0.014025
77,7,0.155832
77,8,0.138295
77,9,0.085633
77,10,0.111014
77,11,0.133388
77,12,0.152020
77,13,0.071238
77,14,0.126930
77,15,0.106229
78,1,0.108952
78,2,0.091903
78,3,0.047206
78,4,0.057127
78,5,0.010865
78,6,0.173854
78,7,0.252129
78,8,0.089777
78,9,0.014025
78,10,0.057968
78,11,0.197447
78,12,0.185402
78,13,0.161893
78,14,0.154546
78,15,0.039349
79,1,0.031838
79,2,0.125082
79,3,0.000000
79,4,0.058382
79,5,0.086651
79,6,0.060682
79,7,0.094267
79,8,0.153140
79,9,0.146195
79,10,0.122520
79,11,0.164637
79,12,0.059060
79,13,0.163495
79,14,0.105696
79,15,0.085349
80,1,0.028049
80,2,0.075181
80,3,0.140091
80,4,0.138544
80,5,0.032882
80,6,0.088806
80,7,0.149370
80,8,0.149157
80,9,0.019729
80,10,0.054630
80,11,0.108952
80,12,0.065549
80,13,0.201670
80,14,0.151383
80,15,0.144552
81,1,0.147413
81,2,0.069901
81,3,0.079363
81,4,0.068676
81,5,0.128638
81,6,0.090757
81,7,0.074935
81,8,0.058607
81,9,0.147277
81,10,0.045931
81,11,0.164637
81,12,0.098770
81,13,0.210926
81,14,0.089475
81,15,0.119886
82,1,0.074782
82,2,0.171998
82,3,0.058021
82,4,0.064969
82,5,0.114029
82,6,0.108952
82,7,0.089685
82,8,0.071881
82,9,0.102811
82,10,0.099612
82,11,0.102929
82,12,0.017813
82,13,0.073678
82,14,0.051623
82,15,0.148024
83,1,0.165226
83,2,0.030027
83,3,0.102920
83,4,0.083650
83,5,0.164036
83,6,0.133388
83,7,0.072009
83,8,0.029404
83,9,0.124669
83,10,0.122245
83,11,0.133388
83,12,0.111516
83,13,0.093732
83,14,0.115672
83,15,0.131780
84,1,0.055685
84,2,0.007528
84,3,0.108952
84,4,0.056409
84,5,0.156425
84,6,0.197447
84,7,0.131155
84,8,0.036839
84,9,0.067289
84,10,0.125494
84,11,0.066705
84,12,0.074782
84,13,0.133832
84,14,0.124152
84,15,0.054104
85,1,0.197447
85,2,0.160857
85,3,0.015166
85,4,0.068674
85,5,0.111114
85,6,0.225319
85,7,0.125654
85,8,0.071881
85,9,0.127625
85,10,0.130842
85,11,0.057488
85,12,0.074782
85,13,0.162874
85,14,0.095315
85,15,0.015379
86,1,0.090757
86,2,0.036386
86,3,0.134015
86,4,0.146948
86,5,0.151222
86,6,0.164637
86,7,0.200957
86,8,0.159890
86,9,0.173039
86,10,0.087397
86,11,0.060757
86,12,0.072631
86,13,0.118476
86,14,0.160150
86,15,0.144642
87,1,0.090445
87,2,0.061950
87,3,0.131193
87,4,0.122775
87,5,0.062844
87,6,0.155832
87,7,0.128236
87,8,0.131737
87,9,0.070818
87,10,0.101219
87,11,0.155832
87,12,0.108780
87,13,0.207155
87,14,0.036386
87,15,0.124449
88,1,0.155832
88,2,0.159123
88,3,0.129799
88,4,0.074003
88,5,0.058955
88,6,0.133388
88,7,0.010059
88,8,0.153375
88,9,0.136315
88,10,0.102626
88,11,0.041615
88,12,0.106773
88,13,0.121439
88,14,0.128798
88,15,0.099583
89,1,0.007528
89,2,0.140658
89,3,0.186839
89,4,0.181687
89,5,0.036839
89,6,0.057488
89,7,0.088806
89,8,0.140246
89,9,0.161972
89,10,0.055949
89,11,0.108952
89,12,0.087593
89,13,0.018392
89,14,0.120404
89,15,0.041291
90,1,0.112147
90,2,0.015166
90,3,0.113172
90,4,0.114976
90,5,0.131915
90,6,0.164637
90,7,0.101321
90,8,0.159898
90,9,0.157715
90,10,0.061434
90,11,0.060682
90,12,0.166703
90,13,0.089801
90,14,0.148782
90,15,0.152225
91,1,0.164637
91,2,0.115913
91,3,0.087852
91,4,0.124692
91,5,0.134805
91,6,0.108952
91,7,0.064317
91,8,0.081314
91,9,0.023467
91,10,0.141486
91,11,0.090445
91,12,0.019162
91,13,0.136731
91,14,0.047925
91,15,0.113801
92,1,0.197447
92,2,0.185402
92,3,0.103209
92,4,0.093216
92,5,0.128973
92,6,0.060682
92,7,0.205793
92,8,0.031984
92,9,0.095278
92,10,0.170294
92,11,0.009217
92,12,0.158614
92,13,0.034321
92,14,0.141782
92,15,0.161096
93,1,0.133388
93,2,0.162080
93,3,0.083830
93,4,0.118791
93,5,0.061657
93,6,0.164637
93,7,0.065549
93,8,0.198915
93,9,0.056409
93,10,0.147051
93,11,0.151202
93,12,0.080302
93,13,0.061950
93,14,0.071044
93,15,0.143148
94,1,0.088806
94,2,0.178207
94,3,0.053954
94,4,0.114551
94,5,0.073639
94,6,0.155832
94,7,0.151596
94,8,0.152257
94,9,0.109476
94,10,0.086247
94,11,0.105931
94,12,0.147024
94,13,0.083617
94,14,0.159244
94,15,0.136349
95,1,0.151202
95,2,0.024084
95,3,0.113471
95,4,0.121214
95,5,0.093118
95,6,0.118170
95,7,0.132629
95,8,0.012768
95,9,0.123463
95,10,0.190900
95,11,0.060682
95,12,0.058607
95,13,0.149543
95,14,0.122588
95,15,0.070232
96,1,0.049142
96,2,0.155452
96,3,0.109426
96,4,0.051543
96,5,0.041615
96,6,0.155832
96,7,0.046016
96,8,0.059638
96,9,0.010059
96,10,0.145259
96,11,0.098404
96,12,0.098762
96,13,0.068502
96,14,0.010865
96,15,0.112452
97,1,0.106571
97,2,0.134362
97,3,0.010865
97,4,0.132207
97,5,0.135699
97,6,0.216102
97,7,0.139226
97,8,0.068719
97,9,0.215178
97,10,0.140483
97,11,0.122390
97,12,0.156591
97,13,0.188171
97,14,0.094327
97,15,0.153980
98,1,0.049142
98,2,0.148024
98,3,0.152775
98,4,0.068184
98,5,0.047696
98,6,0.204974
98,7,0.125764
98,8,0.059580
98,9,0.071662
98,10,0.168153
98,11,0.113172
98,12,0.112843
98,13,0.127249
98,14,0.101212
98,15,0.120365
99,1,0.051465
99,2,0.093628
99,3,0.148718
99,4,0.200633
99,5,0.034360
99,6,0.164637
99,7,0.034321
99,8,0.064483
99,9,0.114701
99,10,0.148688
99,11,0.014025
99,12,0.010865
99,13,0.177424
99,14,0.129408
99,15,0.145065
100,1,0.102929
100,2,0.147493
100,3,0.144681
100,4,0.144040
100,5,0.120473
100,6,0.099043
100,7,0.036386
100,8,0.110966
100,9,0.160774
100,10,0.163493
100,11,0.007528
100,12,0.108952
100,13,0.143772
100,14,0.067807
100,15,0.081913
101,1,0.164637
101,2,0.085620
101,3,0.173660
101,4,0.168652
101,5,0.140066
101,6,0.155832
101,7,0.059638
101,8,0.126793
101,9,0.076155
101,10,0.049142
101,11,0.133388
101,12,0.058233
101,13,0.109514
101,14,0.123304
101,15,0.047342
102,1,0.106571
102,2,0.059580
102,3,0.149555
102,4,0.194783
102,5,0.145925
102,6,0.112147
102,7,0.149004
102,8,0.073568
102,9,0.071149
102,10,0.052013
102,11,0.133388
102,12,0.072826
102,13,0.170530
102,14,0.152662
102,15,0.109662
103,1,0.158614
103,2,0.084230
103,3,0.135010
103,4,0.131012
103,5,0.107889
103,6,0.049142
