episode,episodic_reward
418,1.221706
419,1.424704
420,1.326188
421,1.321713
422,1.229864
423,1.249542
424,1.462285
425,1.196205
426,1.363511
427,1.421361
428,1.291741
429,1.439817
430,1.274342
431,1.423833
432,1.431909
433,1.422619
434,1.313063
435,1.294310
436,1.417084
437,1.368863
438,1.368769
439,1.556161
440,1.325638
441,1.313823
442,1.348168
443,1.405662
444,1.338941
445,1.286822
446,1.337184
447,1.476825
448,1.336979
449,1.453115
450,1.468702
451,1.262971
452,1.342478
453,1.448620
454,1.309969
455,1.281748
456,1.411850
457,1.351335
458,1.447894
459,1.321947
460,1.358505
461,1.421219
462,1.436660
463,1.321488
464,1.396160
465,1.375091
466,1.292589
467,1.366577
468,1.431215
469,1.391757
470,1.155309
471,1.292449
472,1.433848
473,1.336730
474,1.368830
475,1.414429
476,1.424647
477,1.435728
478,1.292996
479,1.323961
480,1.510433
481,1.424259
482,1.449659
483,1.400023
484,1.296504
485,1.426035
486,1.471077
487,1.314313
488,1.361435
489,1.341155
490,1.351695
491,1.471564
492,1.427947
493,1.348893
494,1.408078
495,1.308047
496,1.441770
497,1.428663
498,1.413421
499,1.476139
500,1.322469
501,1.343693
502,1.406541
503,1.338021
504,1.397366
505,1.411201
506,1.226817
507,1.380602
508,1.387190
509,1.319748
510,1.350269
511,1.336354
512,1.362034
513,1.302993
514,1.395296
515,1.416069
516,1.440593
517,1.348123
518,1.404750
519,1.408696
520,1.324242
521,1.454249
522,1.402213
523,1.337045
524,1.382941
525,1.323564
526,1.305373
527,1.542010
528,1.407068
529,1.437385
530,1.310494
531,1.337953
532,1.563042
533,1.375285
534,1.168337
535,1.438293
536,1.352167
537,1.331916
538,1.409920
539,1.328462
540,1.351281
541,1.387850
542,1.376580
543,1.468404
544,1.386630
545,1.331975
546,1.414188
547,1.418845
548,1.511108
549,1.412462
550,1.450114
551,1.441151
552,1.377783
553,1.381597
554,1.366141
555,1.409773
556,1.410676
557,1.302681
558,1.390555
559,1.389220
560,1.333402
561,1.360258
562,1.087049
563,1.448614
564,1.400166
565,1.394884
566,1.529275
567,1.529866
568,1.400651
569,1.485870
570,1.320239
571,1.373129
572,1.361956
573,1.383101
574,1.334548
575,1.417561
576,1.317105
577,1.493477
578,1.324289
579,1.408808
580,1.386346
581,1.396983
582,1.574205
583,1.364602
584,1.433810
585,1.354039
586,1.393860
587,1.304176
588,1.347453
589,1.311613
590,1.291509
591,1.372214
592,1.402250
593,1.356984
594,1.362860
595,1.357187
596,1.488040
597,1.316392
598,1.379777
599,1.440247
600,1.332512
601,1.372948
602,1.283018
603,1.472357
604,1.425264
605,1.308433
606,1.472357
607,1.435883
608,1.341585
609,1.381332
610,1.313004
611,1.335047
612,1.406828
613,1.420137
614,1.492814
615,1.264696
616,1.396670
617,1.355278
618,1.264592
619,1.340297
620,1.516627
621,1.389591
622,1.264573
623,1.276266
624,1.421718
625,1.334546
626,1.454931
627,1.327968
628,1.512943
629,1.380632
630,1.440775
631,1.406438
632,1.337353
633,1.365120
634,1.424125
635,1.445159
636,1.457782
637,1.353970
638,1.398595
639,1.442202
640,1.405277
641,1.347306
642,1.297865
643,1.377363
644,1.380396
645,1.440325
646,1.401348
647,1.354008
648,1.381276
649,1.425397
650,1.409278
651,1.329313
652,1.405166
653,1.407777
654,1.449441
655,1.578251
656,1.421161
657,1.361426
658,1.325325
659,1.444900
660,1.418836
661,1.433831
662,1.453907
663,1.444123
664,1.432173
665,1.463604
666,1.415385
667,1.420578
668,1.461953
669,1.337096
670,1.377991
671,1.400876
672,1.441463
673,1.323321
674,1.339104
675,1.438101
676,1.398515
677,1.526944
678,1.456322
679,1.474727
680,1.419541
681,1.328217
682,1.438084
683,1.384563
684,1.416306
685,1.394494
686,1.329759
687,1.378950
688,1.366070
689,1.449673
690,1.309212
691,1.236251
692,1.332563
693,1.525622
694,1.365824
695,1.500948
696,1.436330
697,1.347434
698,1.347877
699,1.351920
700,1.439634
701,1.419488
702,1.416682
703,1.292909
704,1.480225
705,1.432674
706,1.394495
707,1.412310
708,1.317439
709,1.386559
710,1.316071
711,1.278071
712,1.201119
713,1.407551
714,1.414379
715,1.310790
716,1.435829
717,1.354532
718,1.510097
719,1.369203
720,1.440902
721,1.595341
722,1.253617
723,1.367528
724,1.381556
725,1.234216
726,1.356073
727,1.538298
728,1.281346
729,1.455010
730,1.357471
731,1.402128
732,1.432799
733,1.346732
734,1.418941
735,1.325139
736,1.327183
737,1.325130
738,1.404238
739,1.413707
740,1.429965
741,1.331046
742,1.316657
743,1.380419
744,1.463338
745,1.384542
746,1.326637
747,1.224260
748,1.449116
749,1.389803
750,1.461786
751,1.373259
752,1.523394
753,1.297503
754,1.381051
755,1.417848
756,1.346643
757,1.393434
758,1.329145
759,1.504414
760,1.325660
761,1.350519
762,1.407144
763,1.366109
764,1.469223
765,1.413195
766,1.340528
767,1.371830
768,1.355277
769,1.272209
770,1.418439
771,1.305707
772,1.319710
773,1.395080
774,1.408136
775,1.395427
776,1.330970
777,1.352190
778,1.375670
779,1.514122
780,1.434748
781,1.366084
782,1.354852
783,1.445778
784,1.450675
785,1.451026
786,1.391835
787,1.396262
788,1.440012
789,1.391050
790,1.395408
791,1.330568
792,1.468945
793,1.366428
794,1.385105
795,1.409553
796,1.418484
797,1.328578
798,1.409504
799,1.313380
800,1.461025
801,1.409947
802,1.416053
803,1.526039
804,1.290052
805,1.217826
806,1.438579
807,1.300278
808,1.405588
809,1.424465
810,1.222834
811,1.414771
812,1.522468
813,1.399666
814,1.414379
815,1.394551
816,1.370555
817,1.276816
818,1.390840
819,1.315598
820,1.280236
821,1.363343
822,1.365830
823,1.453510
824,1.299579
825,1.329466
826,1.402042
827,1.370249
828,1.395057
829,1.306319
830,1.344055
831,1.411000
832,1.440596
833,1.468575
834,1.364504
835,1.417246
836,1.281733
837,1.389712
838,1.435317
839,1.392018
840,1.354363
841,1.405742
842,1.347661
843,1.369270
844,1.460350
845,1.381980
846,1.355867
847,1.411255
848,1.422397
849,1.411625
850,1.446880
851,1.443353
852,1.332534
853,1.354603
854,1.345476
855,1.437440
856,1.414688
857,1.438402
858,1.364957
859,1.381553
860,1.267703
861,1.414681
862,1.347528
863,1.354066
864,1.536836
865,1.309585
866,1.348085
867,1.371071
868,1.329856
869,1.389782
870,1.438497
871,1.520610
872,1.358640
873,1.179549
874,1.390911
875,1.448541
876,1.320422
877,1.421707
878,1.344854
879,1.362049
880,1.408053
881,1.400685
882,1.427565
883,1.351975
884,1.346608
885,1.366766
886,1.419965
887,1.410669
888,1.392759
889,1.296306
890,1.283313
891,1.385418
892,1.435524
893,1.432015
894,1.267925
895,1.450814
896,1.393939
897,1.363602
898,1.404498
899,1.449462
900,1.469355
901,1.299946
902,1.428288
903,1.439948
904,1.479896
905,1.389729
906,1.339838
907,1.453381
908,1.291368
909,1.513689
910,1.324290
911,1.275238
912,1.346245
913,1.350513
914,1.507268
915,1.419573
916,1.426705
917,1.411956
918,1.410807
919,1.347041
920,1.492822
921,1.384556
922,1.405201
923,1.428436
924,1.421187
925,1.350891
926,1.504745
927,1.354738
928,1.405832
929,1.437191
930,1.336609
931,1.336059
932,1.551004
933,1.230599
934,1.455044
935,1.394318
936,1.449140
937,1.429659
938,1.416880
939,1.390892
940,1.419184
941,1.378441
942,1.368475
943,1.485456
944,1.440398
945,1.271862
946,1.406245
947,1.320720
948,1.369162
949,1.390637
950,1.334950
951,1.335850
952,1.510332
953,1.362607
954,1.376434
955,1.377918
956,1.293313
957,1.342978
958,1.411317
959,1.369489
960,1.442507
961,1.306329
962,1.299447
963,1.365356
964,1.409836
965,1.341942
966,1.414076
967,1.416869
968,1.460162
969,1.388755
970,1.394398
971,1.349613
972,1.382096
973,1.345187
974,1.344815
975,1.474575
976,1.431130
977,1.518108
978,1.259582
979,1.325869
980,1.396513
981,1.318835
982,1.393796
983,1.431504
984,1.411698
985,1.430615
986,1.425558
987,1.434153
988,1.467570
989,1.619758
990,1.310768
991,1.528369
992,1.457847
993,1.393054
994,1.375693
995,1.527830
996,1.561449
997,1.519239
998,1.553390
999,1.501573
1000,1.512807
1001,1.428525
1002,1.444307
