Timestamp,Edge Device 1,Edge Device 2,Edge Device 3,Edge Device 4,Edge Device 5
1804011516,2,4,1,3,0
1804011517,2,4,1,3,0
1804011518,2,4,1,3,0
1804011519,2,4,1,3,0
1804011520,2,4,1,3,0
1804011521,2,3,1,3,0
1804011522,2,3,1,3,0
1804011523,2,4,1,3,0
1804011524,2,3,1,3,0
1804011525,2,3,1,3,0
1804011526,2,3,1,3,0
1804011527,2,3,1,3,0
1804011528,2,3,1,3,0
1804011529,2,3,1,3,0
1804011530,2,4,1,3,0
1804011531,2,4,1,3,0
1804011532,2,4,1,3,0
1804011533,2,3,0,3,0
1804011534,2,3,0,3,0
1804011535,2,3,0,3,0
1804011536,2,4,0,3,0
1804011537,2,4,0,3,0
1804011538,2,4,1,3,0
1804011539,2,4,1,3,0
1804011540,2,4,0,3,0
1804011541,2,4,0,3,0
1804011542,2,4,0,3,0
1804011543,2,4,0,3,0
1804011544,2,4,0,2,0
1804011545,3,4,0,2,0
1804011546,2,4,0,2,0
1804011547,3,4,0,2,0
1804011548,2,4,0,2,1
1804011549,2,4,0,3,1
1804011550,2,4,0,3,1
1804011551,2,4,0,3,1
1804011552,2,4,0,3,0
1804011553,2,4,0,3,2
1804011554,2,4,0,3,2
1804011555,2,4,0,3,2
1804011556,2,3,0,3,1
1804011557,1,3,0,2,1
1804011558,2,3,0,3,1
1804011559,2,4,0,3,1
1804011600,2,3,0,3,1
1804011601,1,3,0,3,1
1804011602,1,3,0,3,1
1804011603,1,3,0,3,1
1804011604,1,3,0,3,1
1804011605,1,4,1,3,0
1804011606,2,4,1,3,0
1804011607,2,4,0,3,0
1804011608,2,4,1,3,0
1804011609,2,4,1,3,0
1804011610,2,4,1,3,0
1804011611,2,4,1,3,0
1804011612,1,4,1,3,0
1804011613,2,4,1,3,0
1804011614,2,4,1,3,1
1804011615,2,4,1,3,1
1804011616,2,4,1,3,1
1804011617,2,4,1,3,0
1804011618,2,4,1,3,0
1804011619,2,4,1,3,0
1804011620,2,4,1,3,0
1804011621,2,4,1,3,0
1804011622,2,4,1,3,0
1804011623,2,4,1,3,0
1804011624,2,3,1,3,0
1804011625,2,3,1,3,0
1804011626,2,4,1,3,0
1804011627,2,4,1,3,0
1804011628,2,4,1,3,0
1804011629,2,3,1,3,0
1804011630,2,3,1,3,0
1804011631,2,3,1,3,0
1804011632,2,3,1,3,0
1804011633,2,3,1,3,0
1804011634,2,3,1,3,0
1804011635,2,3,1,3,0
1804011636,2,3,1,3,0
1804011637,2,3,1,3,0
1804011638,2,3,1,3,0
1804011639,2,3,1,3,0
1804011640,2,3,1,4,0
1804011641,2,3,1,3,0
1804011642,3,3,1,3,0
1804011643,3,3,1,3,0
1804011644,2,3,1,3,0
1804011645,3,3,1,3,0
1804011646,2,3,1,3,0
1804011647,2,3,1,2,0
1804011648,2,4,1,3,0
1804011649,2,4,1,2,0
1804011650,2,4,1,3,0
1804011651,3,4,1,3,0
1804011652,3,4,1,3,0
1804011653,2,4,1,3,0
1804011654,2,4,1,3,0
1804011655,2,4,1,3,0
1804011656,2,4,1,3,0
1804011657,2,3,1,3,0
1804011658,2,3,1,3,0
1804011659,2,4,1,3,0
1804011700,3,4,1,3,0
1804011701,3,4,1,3,0
1804011702,2,4,1,3,0
1804011703,2,4,1,3,0
1804011704,3,3,1,3,1
1804011705,3,3,1,3,1
1804011706,3,4,1,3,1
1804011707,3,4,1,3,1
1804011708,3,4,1,3,1
1804011709,3,4,0,3,1
1804011710,2,4,1,3,0
1804011711,3,4,1,3,0
1804011712,3,4,1,3,0
1804011713,3,4,1,3,0
1804011714,2,4,1,3,0
1804011715,2,4,1,3,0
1804011716,2,4,1,3,0
1804011717,2,4,1,3,0
1804011718,2,4,1,3,0
1804011719,2,4,1,3,0
1804011720,2,4,1,3,0
1804011721,2,3,1,3,0
1804011722,3,3,1,3,0
1804011723,3,3,0,3,0
1804011724,3,3,0,3,0
1804011725,3,3,1,3,0
1804011726,3,3,1,3,0
1804011727,3,3,0,3,0
1804011728,3,3,0,3,0
1804011729,3,3,0,3,0
1804011730,3,3,0,3,0
1804011731,3,3,0,3,0
1804011732,3,3,0,3,0
1804011733,2,3,0,3,0
1804011734,2,3,0,3,0
1804011735,2,3,0,3,0
1804011736,2,3,0,3,0
1804011737,3,3,0,3,0
1804011738,3,3,0,3,0
1804011739,3,3,0,3,0
1804011740,2,3,0,3,0
1804011741,2,3,0,3,1
1804011742,2,3,0,3,1
1804011743,2,4,1,3,1
1804011744,3,4,1,3,1
1804011745,3,4,1,3,1
1804011746,2,4,1,3,1
1804011747,2,4,1,2,0
1804011748,2,4,1,3,0
1804011749,2,3,1,3,0
1804011750,2,4,1,3,0
1804011751,2,4,1,3,0
1804011752,2,3,1,3,1
1804011753,2,4,1,3,1
1804011754,2,3,1,3,1
1804011755,2,4,0,3,1
1804011756,2,4,1,3,1
1804011757,3,4,1,3,1
1804011758,3,3,1,3,2
1804011759,3,3,0,3,2
1804011800,3,3,0,3,2
1804011801,3,4,0,3,2
1804011802,3,3,0,3,2
1804011803,3,4,0,3,2
1804011804,3,3,1,3,2
1804011805,3,3,1,3,1
1804011806,3,3,0,3,1
1804011807,2,3,0,3,0
1804011808,3,3,0,3,0
1804011809,3,3,0,3,0
1804011810,3,3,0,3,0
1804011811,3,3,0,3,0
1804011812,3,3,0,3,0
1804011813,2,3,0,2,0
1804011814,2,3,0,3,0
1804011815,2,3,0,3,0
1804011816,3,3,0,3,0
1804011817,3,3,0,3,0
1804011818,3,3,0,3,0
1804011819,3,3,0,3,0
1804011820,3,4,0,3,0
1804011821,3,4,0,3,0
1804011822,2,4,0,3,0
1804011823,2,4,0,3,1
1804011824,2,3,0,3,1
1804011825,3,4,0,3,1
1804011826,3,3,0,3,1
1804011827,3,3,0,3,1
1804011828,3,3,0,3,0
1804011829,3,3,1,3,0
1804011830,3,3,1,3,0
1804011831,3,3,1,3,0
1804011832,3,3,0,3,0
1804011833,3,3,1,2,0
1804011834,2,3,1,2,0
1804011835,2,3,0,2,0
1804011836,2,3,0,2,0
1804011837,2,3,0,2,0
1804011838,2,3,0,2,0
1804011839,3,3,0,2,0
1804011840,3,3,0,2,0
1804011841,3,3,0,3,0
1804011842,3,3,0,3,1
1804011843,3,3,0,2,1
1804011844,3,3,0,3,1
1804011845,3,3,0,3,0
1804011846,2,3,0,3,0
1804011847,3,3,0,3,0
1804011848,2,3,0,3,0
1804011849,3,3,0,3,1
1804011850,2,3,0,3,1
1804011851,3,3,0,2,1
1804011852,3,3,0,2,0
1804011853,3,3,0,2,0
1804011854,3,3,0,2,0
1804011855,3,3,0,3,0
1804011856,3,3,0,3,0
1804011857,3,3,0,3,0
1804011858,3,3,0,3,0
1804011859,3,3,0,3,0
1804011900,3,3,0,3,0
1804011901,3,3,0,3,0
1804011902,3,3,0,3,0
1804011903,3,3,0,3,0
1804011904,2,3,0,3,0
1804011905,2,3,0,3,0
1804011906,2,3,0,2,0
1804011907,2,3,0,3,0
1804011908,2,3,0,3,0
1804011909,2,3,1,3,0
1804011910,2,3,1,3,0
1804011911,2,3,1,3,0
1804011912,2,3,1,3,0
1804011913,2,3,1,3,1
1804011914,2,3,0,3,1
1804011915,2,3,0,3,1
1804011916,2,3,0,3,1
1804011917,3,3,0,3,1
1804011918,3,3,0,3,0
1804011919,2,3,0,3,1
1804011920,2,3,0,3,1
1804011921,2,3,0,3,1
1804011922,3,3,0,3,1
1804011923,2,3,0,4,1
1804011924,2,3,0,3,1
1804011925,2,3,0,3,1
1804011926,2,3,0,3,1
1804011927,2,3,0,4,1
1804011928,2,3,0,4,1
1804011929,1,3,0,3,1
1804011930,2,3,0,4,1
1804011931,1,3,0,3,1
1804011932,1,3,0,3,1
1804011933,1,3,0,3,1
1804011934,2,3,0,3,1
1804011935,2,3,1,3,1
1804011936,2,3,1,2,1
1804011937,2,3,1,2,1
1804011938,2,3,1,3,1
1804011939,2,3,1,3,1
1804011940,1,3,1,2,1
1804011941,2,3,1,2,1
1804011942,2,3,1,3,1
1804011943,2,3,1,3,1
1804011944,2,3,1,3,1
1804011945,2,3,1,3,1
1804011946,2,3,1,3,1
1804011947,2,3,1,3,1
1804011948,2,3,1,3,1
1804011949,2,3,1,3,1
1804011950,2,3,1,2,1
1804011951,2,3,1,2,1
1804011952,2,3,1,2,1
1804011953,2,3,1,2,1
1804011954,2,3,1,2,1
1804011955,2,3,1,2,1
1804011956,3,3,1,2,1
1804011957,2,3,1,2,1
1804011958,2,3,1,2,1
1804011959,2,3,1,3,1
1804012000,3,3,1,3,1
1804012001,3,3,1,3,1
1804012002,3,3,1,3,1
1804012003,3,3,1,3,1
1804012004,3,3,1,3,1
1804012005,2,3,1,3,1
1804012006,2,3,1,3,1
1804012007,2,3,1,4,1
1804012008,2,3,1,4,1
1804012009,2,3,1,3,1
1804012010,2,3,1,3,1
1804012011,2,3,1,3,1
1804012012,3,3,1,3,1
1804012013,3,3,1,3,1
1804012014,3,3,1,4,1
1804012015,3,3,1,3,1
1804012016,3,3,1,3,1
1804012017,3,3,1,3,1
1804012018,3,3,1,3,1
1804012019,3,3,1,3,1
1804012020,3,3,1,3,1
1804012021,3,3,1,3,1
1804012022,3,3,1,3,1
1804012023,3,3,1,3,1
1804012024,3,3,1,3,1
1804012025,3,3,1,3,1
1804012026,3,3,1,3,1
1804012027,3,3,1,3,1
1804012028,3,3,1,3,1
1804012029,3,3,1,3,1
1804012030,3,3,0,3,1
1804012031,3,3,0,3,1
1804012032,3,3,0,3,1
1804012033,2,3,0,3,1
1804012034,2,3,0,3,1
1804012035,2,3,0,3,1
1804012036,2,3,0,3,1
1804012037,3,3,0,3,1
1804012038,3,3,0,3,1
1804012039,3,3,0,3,1
1804012040,2,3,0,3,1
1804012041,3,3,1,3,1
1804012042,3,3,1,3,1
1804012043,3,3,1,3,1
1804012044,3,3,1,3,1
1804012045,3,3,1,3,1
1804012046,3,3,1,3,1
1804012047,3,3,1,3,1
1804012048,3,3,1,3,1
1804012049,3,3,1,3,1
1804012050,2,3,1,3,1
1804012051,3,3,1,3,2
1804012052,3,3,1,3,2
1804012053,3,3,1,2,3
1804012054,3,3,1,2,3
1804012055,2,3,1,2,3
1804012056,2,3,0,2,3
1804012057,3,3,1,2,2
1804012058,2,3,1,2,2
1804012059,3,3,0,2,2
1804012100,3,3,0,2,2
1804012101,3,3,0,2,2
1804012102,3,3,0,2,2
1804012103,3,3,1,2,2
1804012104,3,3,1,2,3
1804012105,3,3,1,2,3
1804012106,3,3,1,2,3
1804012107,3,3,1,2,3
1804012108,3,3,0,2,3
1804012109,3,3,0,2,3
1804012110,3,3,0,2,3
1804012111,2,3,0,2,3
1804012112,2,3,0,2,3
1804012113,3,3,0,2,2
1804012114,2,3,0,2,3
1804012115,2,3,0,2,3
1804012116,2,3,0,2,3
1804012117,3,3,0,2,2
1804012118,3,3,0,2,2
1804012119,3,3,0,2,2
1804012120,4,3,0,2,2
1804012121,4,3,0,2,2
1804012122,3,3,0,2,2
1804012123,3,3,0,2,2
1804012124,3,3,0,2,1
1804012125,3,4,0,2,1
1804012126,4,3,0,2,1
1804012127,3,3,1,2,2
1804012128,3,4,1,2,2
1804012129,3,3,1,2,2
1804012130,3,3,1,2,2
1804012131,3,3,0,3,2
1804012132,3,3,0,3,1
1804012133,3,3,0,3,1
1804012134,3,3,0,3,1
1804012135,3,3,0,3,1
1804012136,3,3,0,3,1
1804012137,3,3,0,3,1
1804012138,3,3,0,3,1
1804012139,3,3,0,3,1
1804012140,3,4,0,3,1
1804012141,3,4,0,2,1
1804012142,3,3,1,3,1
1804012143,3,3,1,3,1
1804012144,3,3,0,3,1
1804012145,3,3,0,3,1
1804012146,3,3,1,3,1
1804012147,3,3,1,3,1
1804012148,3,3,1,2,1
1804012149,3,3,1,2,2
1804012150,3,3,1,2,2
1804012151,3,3,1,2,2
1804012152,3,3,1,2,2
1804012153,3,3,1,2,2
1804012154,3,3,1,3,2
1804012155,3,3,1,2,2
1804012156,3,3,1,3,1
1804012157,3,3,1,2,1
1804012158,3,3,1,3,1
1804012159,3,3,1,2,2
1804012200,2,3,1,3,2
1804012201,2,3,1,2,2
1804012202,2,3,1,2,2
1804012203,2,3,1,2,2
1804012204,2,4,1,2,2
1804012205,2,4,1,2,2
1804012206,2,4,1,2,2
1804012207,2,4,1,2,1
1804012208,2,3,1,2,1
1804012209,2,3,1,2,1
1804012210,3,3,1,2,1
1804012211,3,4,1,2,1
1804012212,3,3,1,2,1
1804012213,3,3,1,2,1
1804012214,3,3,1,2,1
1804012215,3,4,1,2,1
1804012216,3,3,1,2,1
1804012217,3,3,1,2,1
1804012218,3,3,1,2,1
1804012219,3,3,1,2,1
1804012220,3,3,1,2,1
1804012221,3,3,1,2,1
1804012222,3,3,1,2,1
1804012223,3,3,1,2,1
1804012224,4,3,1,2,1
1804012225,3,3,1,2,1
1804012226,3,3,1,2,1
1804012227,3,3,1,2,1
1804012228,3,3,0,2,1
1804012229,3,3,0,2,1
1804012230,3,3,1,2,1
1804012231,3,3,1,2,1
1804012232,3,3,1,2,1
1804012233,3,3,0,2,1
1804012234,2,3,1,2,1
1804012235,3,3,1,2,2
1804012236,3,3,1,2,2
1804012237,3,3,0,2,2
1804012238,3,3,0,2,2
1804012239,3,3,0,2,2
1804012240,3,3,1,2,2
1804012241,3,3,1,2,1
1804012242,2,3,1,2,1
1804012243,2,3,1,2,1
1804012244,2,3,1,2,1
1804012245,2,3,1,2,1
1804012246,2,3,1,2,1
1804012247,2,3,1,2,1
1804012248,2,4,1,2,1
1804012249,2,4,1,2,1
1804012250,2,4,2,2,1
1804012251,2,4,2,2,1
1804012252,2,4,2,2,1
1804012253,2,4,1,2,1
1804012254,2,4,2,3,1
1804012255,2,4,1,2,1
1804012256,2,4,1,2,1
1804012257,2,4,1,2,1
1804012258,2,4,1,2,1
1804012259,2,4,1,2,2
1804012300,2,3,1,2,2
1804012301,2,3,1,2,1
1804012302,2,3,1,2,1
1804012303,2,3,1,2,1
1804012304,2,4,1,2,1
1804012305,2,4,1,2,1
1804012306,2,4,1,2,1
1804012307,3,4,1,2,1
1804012308,3,4,1,2,1
1804012309,3,4,1,2,1
1804012310,3,4,1,2,1
1804012311,3,4,1,2,1
1804012312,3,4,1,2,1
1804012313,3,4,1,2,1
1804012314,3,4,1,2,1
1804012315,2,4,1,2,1
1804012316,2,4,1,2,1
1804012317,2,3,1,2,1
1804012318,2,3,1,2,1
1804012319,2,3,1,1,1
1804012320,2,3,1,2,1
1804012321,3,3,1,2,1
1804012322,3,3,1,2,1
1804012323,3,3,1,2,1
1804012324,3,3,1,2,1
1804012325,3,3,1,2,1
1804012326,3,3,1,2,1
1804012327,3,3,1,2,1
1804012328,3,3,1,2,1
1804012329,3,3,1,2,1
1804012330,3,3,1,2,1
1804012331,3,3,1,1,1
1804012332,3,3,1,1,1
1804012333,3,3,1,1,1
1804012334,3,3,1,1,1
1804012335,3,3,1,1,1
1804012336,2,3,1,1,1
1804012337,3,3,1,1,1
1804012338,3,3,1,1,1
1804012339,3,3,1,2,1
1804012340,3,3,1,2,1
1804012341,3,3,1,2,1
1804012342,3,3,1,2,1
1804012343,3,3,1,2,1
1804012344,3,3,1,2,1
1804012345,3,3,1,2,1
1804012346,3,3,1,2,2
1804012347,3,3,1,2,2
1804012348,3,3,1,2,2
1804012349,3,3,1,2,1
1804012350,3,3,1,2,1
1804012351,3,3,1,2,1
1804012352,3,3,1,2,1
1804012353,3,3,1,2,1
1804012354,3,3,1,2,1
1804012355,3,3,1,2,1
1804012356,3,3,1,2,1
1804012357,3,3,1,2,1
1804012358,3,3,1,2,1
1804012359,2,3,1,2,1
