Timestamp,Edge Device 1,Edge Device 2,Edge Device 3,Edge Device 4,Edge Device 5
1804011056,1,3,3,3,1
1804011057,1,3,3,3,1
1804011058,1,3,3,3,1
1804011059,1,3,3,3,1
1804011100,1,3,3,3,1
1804011101,1,3,3,3,1
1804011102,1,4,3,4,1
1804011103,2,4,3,4,1
1804011104,1,3,3,4,1
1804011105,1,4,3,4,1
1804011106,1,3,2,4,1
1804011107,1,3,2,4,1
1804011108,1,3,2,4,1
1804011109,1,3,2,4,1
1804011110,1,3,2,4,1
1804011111,2,3,2,4,1
1804011112,2,4,2,4,1
1804011113,2,4,2,4,1
1804011114,2,4,2,3,1
1804011115,2,4,2,3,1
1804011116,2,4,2,3,1
1804011117,2,4,2,3,2
1804011118,2,4,2,3,2
1804011119,2,4,2,3,2
1804011120,1,4,2,3,2
1804011121,1,4,2,3,2
1804011122,2,4,2,3,2
1804011123,2,4,3,3,1
1804011124,2,3,3,3,1
1804011125,2,4,3,4,1
1804011126,2,4,3,4,1
1804011127,2,3,2,4,1
1804011128,2,3,2,4,1
1804011129,2,3,3,3,2
1804011130,2,3,2,3,2
1804011131,2,3,2,4,2
1804011132,2,3,2,4,2
1804011133,2,3,2,4,2
1804011134,2,3,2,3,4
1804011135,1,3,2,3,4
1804011136,1,3,2,3,4
1804011137,1,4,2,3,4
1804011138,1,4,2,3,4
1804011139,2,4,2,3,4
1804011140,1,4,2,3,2
1804011141,2,4,2,3,1
1804011142,2,4,2,3,1
1804011143,2,4,2,3,1
1804011144,2,4,2,3,1
1804011145,2,4,2,3,2
1804011146,2,4,1,3,2
1804011147,2,4,2,3,2
1804011148,1,4,2,3,2
1804011149,1,4,2,3,2
1804011150,2,4,2,3,1
1804011151,2,4,2,3,1
1804011152,2,4,2,3,1
1804011153,2,4,2,3,1
1804011154,2,4,2,3,1
1804011155,2,4,2,3,1
1804011156,2,4,2,3,1
1804011157,2,4,2,3,1
1804011158,2,4,2,3,1
1804011159,2,4,2,3,1
1804011200,2,4,1,3,1
1804011201,2,4,1,4,1
1804011202,2,4,1,3,1
1804011203,2,3,1,3,1
1804011204,1,4,2,3,1
1804011205,1,4,2,3,1
1804011206,2,3,2,3,1
1804011207,2,3,2,3,1
1804011208,1,3,2,3,0
1804011209,1,3,2,4,0
1804011210,1,3,2,4,0
1804011211,1,3,2,3,0
