episode,loss,val_loss,epsilon,reward,latency,deviation,access_rate,strategy,prediction_time
212,,,0.9945999999999999,,0.2695014566929133,0.22150145669291332,0.6,explore,
213,,,0.9945999999999999,,0.0667869094488188,0.018786909448818792,0.2,explore,
214,,,0.9945999999999999,,0.0757869094488188,0.0277869094488188,0.8,explore,
215,,,0.9945999999999999,,0.0970802592592592,0.0490802592592592,0.6,explore,
216,,,0.9945999999999999,,0.15528690944881882,0.10728690944881882,0.6,explore,
217,,,0.9945999999999999,,0.1627869094488188,0.1147869094488188,0.6,explore,
218,,,0.9945999999999999,,0.0920802592592592,0.044080259259259194,1.0,explore,
219,,,0.9945999999999999,,0.0940014566929133,0.04600145669291329,0.6,explore,
220,,,0.9945999999999999,,0.2585802592592592,0.21058025925925922,0.6,explore,
221,,,0.9945999999999999,,0.1275802592592592,0.0795802592592592,0.8,explore,
222,,,0.9945999999999999,,0.06378690944881879,0.01578690944881879,0.8,explore,
223,,,0.9945999999999999,,0.26378690944881883,0.21578690944881884,0.6,explore,
224,,,0.9945999999999999,,0.0980014566929133,0.050001456692913296,0.6,explore,
225,,,0.9945999999999999,,0.0585014566929133,0.010501456692913302,0.6,explore,
226,,,0.9945999999999999,,0.18650145669291332,0.1385014566929133,0.6,explore,
227,,,0.9945999999999999,,0.1045802592592592,0.056580259259259205,0.6,explore,
228,,,0.9945999999999999,,0.6836829019607843,0.6356829019607843,0.4,explore,
229,,,0.9945999999999999,,0.7413182359999999,0.6933182359999999,0.6,explore,
230,,,0.9945999999999999,,0.1170014566929133,0.0690014566929133,0.8,explore,
231,,,0.9945999999999999,,0.17858025925925922,0.1305802592592592,0.6,explore,
232,,,0.9945999999999999,,0.12300145669291329,0.07500145669291329,0.8,explore,
233,,,0.9945999999999999,,0.1010802592592592,0.0530802592592592,0.6,explore,
234,,,0.9945999999999999,,0.1515802592592592,0.10358025925925919,0.4,explore,
235,,,0.9945999999999999,,0.9511829019607843,0.9031829019607842,0.4,explore,
236,,,0.9945999999999999,,0.1960802592592592,0.14808025925925922,0.6,explore,
237,,,0.9945999999999999,,0.1620014566929133,0.1140014566929133,0.2,explore,
238,,,0.9945999999999999,,0.6382489901574803,0.5902489901574802,0.4,explore,
239,,,0.9945999999999999,,0.1115802592592592,0.0635802592592592,0.4,explore,
240,,,0.9927999999999999,,1.0058371296296296,0.9578371296296295,0.4,explore,
241,,,0.9927999999999999,,0.0570014566929133,0.009001456692913301,1.0,explore,
242,,,0.9927999999999999,,0.0995802592592592,0.0515802592592592,0.6,explore,
243,,,0.9927999999999999,,0.1675802592592592,0.1195802592592592,0.2,explore,
244,,,0.9927999999999999,,0.09350145669291329,0.04550145669291329,0.4,explore,
245,,,0.9927999999999999,,0.1210802592592592,0.07308025925925919,0.2,explore,
246,,,0.9927999999999999,,0.1275802592592592,0.0795802592592592,0.4,exploit,
247,,,0.9927999999999999,,0.8503091999999999,0.8023091999999998,0.2,explore,
248,,,0.9927999999999999,,0.6437489901574802,0.5957489901574802,0.2,explore,
249,,,0.9927999999999999,,0.44981661,0.40181661,0.6,explore,
250,,,0.9927999999999999,,0.6592489901574802,0.6112489901574801,0.4,explore,
251,,,0.9927999999999999,,0.9026829019607843,0.8546829019607842,0.2,explore,
252,,,0.9927999999999999,,0.0685014566929133,0.020501456692913297,0.8,explore,
253,,,0.9927999999999999,,0.1925014566929133,0.1445014566929133,0.6,explore,
254,,,0.9927999999999999,,0.0730014566929133,0.0250014566929133,0.8,explore,
255,,,0.9927999999999999,,0.0985802592592592,0.0505802592592592,1.0,explore,
256,,,0.9927999999999999,,0.0705014566929133,0.0225014566929133,0.4,explore,
257,,,0.9927999999999999,,0.0950802592592592,0.0470802592592592,1.0,explore,
258,,,0.9927999999999999,,0.525818236,0.477818236,0.6,explore,
259,,,0.9927999999999999,,0.1110014566929133,0.0630014566929133,0.8,explore,
260,,,0.9927999999999999,,0.9229915925925927,0.8749915925925926,0.2,explore,
261,,,0.9927999999999999,,0.1935014566929133,0.1455014566929133,0.6,explore,
262,,,0.9927999999999999,,0.8898091999999997,0.8418091999999997,0.2,explore,
263,,,0.9927999999999999,,0.6926829019607843,0.6446829019607843,0.2,explore,
264,,,0.9927999999999999,,0.1150802592592592,0.0670802592592592,0.6,explore,
265,,,0.9927999999999999,,0.0940802592592592,0.046080259259259196,0.8,explore,
266,,,0.9927999999999999,,0.5323091999999999,0.48430919999999994,0.4,explore,
267,,,0.9927999999999999,,0.1295802592592592,0.0815802592592592,0.4,explore,
268,,,0.9927999999999999,,0.1115802592592592,0.0635802592592592,0.6,explore,
269,,,0.9927999999999999,,0.0847869094488188,0.036786909448818794,0.6,explore,
270,,,0.9909999999999999,,0.9041638799999999,0.8561638799999999,0.4,explore,
271,,,0.9909999999999999,,0.1332869094488188,0.0852869094488188,0.2,explore,
272,,,0.9909999999999999,,0.09150145669291329,0.04350145669291329,0.4,explore,
273,,,0.9909999999999999,,0.1435802592592592,0.09558025925925921,0.6,explore,
274,,,0.9909999999999999,,0.0725014566929133,0.0245014566929133,0.6,explore,
275,,,0.9909999999999999,,0.2355802592592592,0.1875802592592592,0.2,explore,
276,,,0.9909999999999999,,0.0617869094488188,0.013786909448818802,0.2,explore,
277,,,0.9909999999999999,,0.0672869094488188,0.019286909448818793,0.6,explore,
278,,,0.9909999999999999,,0.0960802592592592,0.0480802592592592,0.4,explore,
279,,,0.9909999999999999,,0.0990802592592592,0.0510802592592592,0.2,explore,
280,,,0.9909999999999999,,0.15378690944881881,0.10578690944881881,0.6,explore,
281,,,0.9909999999999999,,0.07978690944881879,0.03178690944881879,0.6,explore,
282,,,0.9909999999999999,,0.06378690944881879,0.01578690944881879,0.6,explore,
283,,,0.9909999999999999,,0.0700014566929133,0.0220014566929133,1.0,explore,
284,,,0.9909999999999999,,0.0705014566929133,0.0225014566929133,0.8,explore,
285,,,0.9909999999999999,,0.2055014566929133,0.15750145669291332,0.8,explore,
286,,,0.9909999999999999,,1.0168895846456694,0.9688895846456693,0.2,explore,
287,,,0.9909999999999999,,0.0757869094488188,0.0277869094488188,0.4,explore,
288,,,0.9909999999999999,,0.059501456692913304,0.011501456692913303,0.8,explore,
289,,,0.9909999999999999,,0.34866388000000004,0.30066388000000005,0.4,explore,
290,,,0.9909999999999999,,0.8588895846456691,0.8108895846456691,0.2,explore,
291,,,0.9909999999999999,,0.0745014566929133,0.026501456692913303,0.8,explore,
292,,,0.9909999999999999,,0.1650802592592592,0.1170802592592592,0.6,explore,
293,,,0.9909999999999999,,0.1190014566929133,0.0710014566929133,0.6,explore,
294,,,0.9909999999999999,,0.0682869094488188,0.020286909448818793,1.0,explore,
295,,,0.9909999999999999,,0.12428690944881879,0.07628690944881879,0.4,explore,
296,,,0.9909999999999999,,0.06578690944881879,0.01778690944881879,0.6,explore,
297,,,0.9909999999999999,,1.0188371296296297,0.9708371296296296,0.2,explore,
298,,,0.9909999999999999,,0.32116388,0.27316388,0.2,explore,
299,,,0.9909999999999999,,0.6892489901574802,0.6412489901574802,0.4,explore,
300,,,0.9891999999999999,,0.12300145669291329,0.07500145669291329,0.4,explore,
301,,,0.9891999999999999,,0.1010014566929133,0.0530014566929133,0.4,explore,
302,,,0.9891999999999999,,0.2555014566929133,0.2075014566929133,0.6,explore,
303,,,0.9891999999999999,,0.1625014566929133,0.1145014566929133,0.4,explore,
304,,,0.9891999999999999,,0.1177869094488188,0.0697869094488188,0.4,explore,
305,,,0.9891999999999999,,0.1270802592592592,0.0790802592592592,0.8,explore,
306,,,0.9891999999999999,,0.1095802592592592,0.061580259259259196,0.6,explore,
307,,,0.9891999999999999,,0.060501456692913305,0.012501456692913304,0.8,explore,
308,,,0.9891999999999999,,0.0710014566929133,0.0230014566929133,0.6,explore,
309,,,0.9891999999999999,,0.1110014566929133,0.0630014566929133,0.8,explore,
310,,,0.9891999999999999,,0.15628690944881882,0.10828690944881882,0.4,explore,
311,,,0.9891999999999999,,0.1915802592592592,0.1435802592592592,0.6,explore,
312,,,0.9891999999999999,,0.0660014566929133,0.018001456692913295,1.0,explore,
313,,,0.9891999999999999,,0.0692869094488188,0.021286909448818794,0.6,explore,
314,,,0.9891999999999999,,1.3776638799999998,1.3296638799999998,0.2,explore,
315,,,0.9891999999999999,,0.0735014566929133,0.025501456692913302,0.6,explore,
316,,,0.9891999999999999,,0.0980802592592592,0.0500802592592592,0.8,explore,
317,,,0.9891999999999999,,0.1105802592592592,0.0625802592592592,0.4,explore,
318,,,0.9891999999999999,,0.6783166099999999,0.6303166099999998,0.4,explore,
319,,,0.9891999999999999,,0.1175014566929133,0.0695014566929133,0.6,explore,
320,,,0.9891999999999999,,0.1210802592592592,0.07308025925925919,0.6,explore,
321,,,0.9891999999999999,,0.23731823600000002,0.18931823600000003,0.4,explore,
322,,,0.9891999999999999,,0.24700145669291332,0.1990014566929133,0.6,explore,
323,,,0.9891999999999999,,0.1025802592592592,0.0545802592592592,0.8,explore,
324,,,0.9891999999999999,,0.06200145669291329,0.014001456692913292,0.4,explore,
325,,,0.9891999999999999,,0.1000802592592592,0.0520802592592592,0.4,explore,
326,,,0.9891999999999999,,0.27778690944881884,0.22978690944881885,0.6,explore,
327,,,0.9891999999999999,,0.7113895846456691,0.6633895846456691,0.2,explore,
328,,,0.9891999999999999,,0.1007869094488188,0.052786909448818795,0.4,explore,
329,,,0.9891999999999999,,0.15400145669291332,0.10600145669291332,0.8,explore,
330,,,0.9873999999999998,,0.1185802592592592,0.0705802592592592,0.4,explore,
331,,,0.9873999999999998,,0.4918895846456692,0.4438895846456692,0.4,explore,
332,,,0.9873999999999998,,0.1430014566929133,0.09500145669291331,0.6,explore,
333,,,0.9873999999999998,,0.1967869094488188,0.14878690944881878,0.6,explore,
334,,,0.9873999999999998,,0.31881661,0.27081661,0.2,explore,
335,,,0.9873999999999998,,0.31766388,0.26966388,0.2,explore,
336,,,0.9873999999999998,,0.0640014566929133,0.016001456692913293,0.6,explore,
337,,,0.9873999999999998,,0.0717869094488188,0.023786909448818797,0.6,explore,
338,,,0.9873999999999998,,0.8669915925925926,0.8189915925925926,0.2,explore,
339,,,0.9873999999999998,,0.06200145669291329,0.014001456692913292,0.2,explore,
340,,,0.9873999999999998,,0.0640014566929133,0.016001456692913293,0.6,explore,
341,,,0.9873999999999998,,0.23731823600000002,0.18931823600000003,0.2,explore,
342,,,0.9873999999999998,,0.679318236,0.6313182359999999,0.4,explore,
343,,,0.9873999999999998,,0.0645014566929133,0.016501456692913294,0.4,explore,
344,,,0.9873999999999998,,0.6036829019607842,0.5556829019607842,0.4,explore,
345,,,0.9873999999999998,,0.1502869094488188,0.10228690944881881,0.6,explore,
346,,,0.9873999999999998,,0.7963091999999998,0.7483091999999998,0.4,explore,
347,,,0.9873999999999998,,0.1407869094488188,0.0927869094488188,0.6,explore,
348,,,0.9873999999999998,,0.1940802592592592,0.14608025925925922,0.6,explore,
349,,,0.9873999999999998,,0.06478690944881879,0.01678690944881879,0.8,explore,
350,,,0.9873999999999998,,0.0852869094488188,0.037286909448818795,1.0,explore,
351,,,0.9873999999999998,,0.8908182359999999,0.8428182359999998,0.2,explore,
352,,,0.9873999999999998,,0.0680014566929133,0.020001456692913297,0.4,explore,
353,,,0.9873999999999998,,0.18708025925925922,0.1390802592592592,0.8,explore,
354,,,0.9873999999999998,,0.14908025925925922,0.10108025925925922,0.8,explore,
355,,,0.9873999999999998,,0.0940802592592592,0.046080259259259196,0.4,explore,
356,,,0.9873999999999998,,0.2035802592592592,0.15558025925925922,0.8,explore,
357,,,0.9873999999999998,,0.1020802592592592,0.0540802592592592,0.2,explore,
358,,,0.9873999999999998,,0.0557869094488188,0.007786909448818796,0.6,explore,
359,,,0.9873999999999998,,0.8446829019607843,0.7966829019607843,0.4,explore,
360,,,0.9855999999999998,,0.5991829019607843,0.5511829019607842,0.6,explore,
361,,,0.9855999999999998,,0.8191829019607842,0.7711829019607842,0.4,explore,
362,,,0.9855999999999998,,0.0960802592592592,0.0480802592592592,0.6,explore,
363,,,0.9855999999999998,,1.6728371296296296,1.6248371296296296,0.2,explore,
364,,,0.9855999999999998,,0.0777869094488188,0.029786909448818802,0.4,explore,
365,,,0.9855999999999998,,1.2819915925925924,1.2339915925925924,0.2,explore,
366,,,0.9855999999999998,,0.45178690944881883,0.40378690944881884,0.8,explore,
367,,,0.9855999999999998,,0.0930802592592592,0.045080259259259195,0.6,explore,
