episode,episodic_reward
545,1.415605
546,1.491155
547,1.724735
548,1.520774
549,1.531490
550,1.514381
551,1.515328
552,1.530188
553,1.608041
554,1.662205
555,1.535320
556,1.646425
557,1.635936
558,1.647170
559,1.524229
560,1.365416
561,1.429416
562,1.698094
563,1.623216
564,1.669194
565,1.348285
566,1.442905
567,1.484300
568,1.576022
569,1.473929
570,1.477451
571,1.609255
572,1.424328
573,1.481552
574,1.589880
575,1.580337
576,1.481757
577,1.528540
578,1.424313
579,1.678374
580,1.698209
581,1.504577
582,1.606386
583,1.603512
584,1.432289
585,1.751906
586,1.681150
587,1.500327
588,1.581836
589,1.715486
590,1.546337
591,1.578738
592,1.632646
593,1.583063
594,1.700168
595,1.716423
596,1.563767
597,1.448640
598,1.688648
599,1.546200
600,1.564976
601,1.671292
602,1.429672
603,1.608916
604,1.534505
605,1.628930
606,1.553009
607,1.622977
608,1.522644
609,1.891096
610,1.526826
611,1.710272
612,1.622426
613,1.566956
614,1.635810
615,1.492039
616,1.578255
617,1.593546
618,1.721187
619,1.734183
620,1.706415
621,1.586483
622,1.450971
623,1.484081
624,1.515652
625,1.533104
626,1.598436
627,1.664608
628,1.621136
629,1.629172
630,1.443524
631,1.551676
632,1.435005
633,1.637170
634,1.802529
635,1.642332
636,1.379953
637,1.545277
638,1.550611
639,1.552619
640,1.621618
641,1.681273
642,1.572352
643,1.692083
644,1.576160
645,1.492729
646,1.695203
647,1.727007
648,1.583269
649,1.485513
650,1.542741
651,1.709334
652,1.586803
653,1.521313
654,1.544671
655,1.486336
656,1.659756
657,1.558973
658,1.692604
659,1.503516
660,1.689307
661,1.683463
662,1.648418
663,1.512790
664,1.843798
665,1.692942
666,1.519433
667,1.672098
668,1.481625
669,1.722329
670,1.712453
671,1.461342
672,1.535531
673,1.715161
674,1.612320
675,1.575062
676,1.640561
677,1.441440
678,1.620751
679,1.600200
680,1.642043
681,1.578028
682,1.264457
683,1.547015
684,1.615876
685,1.583670
686,1.728784
687,1.565871
688,1.393352
689,1.500540
690,1.750751
691,1.622744
692,1.534347
693,1.569052
694,1.532271
695,1.573552
696,1.475394
697,1.455596
698,1.692620
699,1.438174
700,1.680949
701,1.556395
702,1.444939
703,1.677608
704,1.516513
705,1.602970
706,1.606260
707,1.437857
708,1.491722
709,1.710752
710,1.466428
711,1.693976
712,1.613035
713,1.695187
714,1.666568
715,1.385697
716,1.628751
717,1.566098
718,1.482703
719,1.535408
720,1.486473
721,1.500151
722,1.650553
723,1.495602
724,1.510420
725,1.602790
726,1.682057
727,1.621434
728,1.671207
729,1.697678
730,1.490747
731,1.829332
732,1.449313
733,1.438194
734,1.515809
735,1.322735
736,1.644967
737,1.596921
738,1.713739
739,1.591452
740,1.601172
741,1.597010
742,1.437893
743,1.682491
744,1.556176
745,1.479822
746,1.510019
747,1.647388
748,1.594319
749,1.703318
750,1.623519
751,1.558349
752,1.793565
753,1.787116
754,1.542986
755,1.749901
756,1.410278
757,1.448297
758,1.697582
759,1.645859
760,1.629767
761,1.470880
762,1.517311
763,1.544747
764,1.777539
765,1.648837
766,1.292217
767,1.791987
768,1.474197
769,1.511652
770,1.490215
771,1.543173
772,1.613364
773,1.567202
774,1.695078
775,1.579744
776,1.533629
777,1.646135
778,1.595625
779,1.741676
780,1.482447
781,1.862782
782,1.583817
783,1.569952
784,1.523682
785,1.543787
786,1.740826
787,1.611301
788,1.530620
789,1.735924
790,1.676287
791,1.573339
792,1.645195
793,1.631759
794,1.519412
795,1.550580
796,1.746531
797,1.619758
798,1.617086
799,1.707981
800,1.573943
801,1.515361
802,1.485444
803,1.693706
804,1.569791
805,1.536669
806,1.516797
807,1.633196
808,1.695322
809,1.606745
810,1.544728
811,1.576125
812,1.535805
813,1.467391
814,1.697195
815,1.481181
816,1.392120
817,1.635703
818,1.625893
819,1.780277
820,1.504277
821,1.422238
822,1.456164
823,1.645683
824,1.427265
825,1.586030
826,1.548741
827,1.792420
828,1.716731
829,1.779458
830,1.438554
831,1.625640
832,1.633047
833,1.503094
834,1.534542
835,1.457758
836,1.717583
837,1.456391
838,1.529558
839,1.638445
840,1.765395
841,1.582571
842,1.514735
843,1.564075
844,1.748683
845,1.558754
846,1.490147
847,1.573359
848,1.498254
849,1.602053
850,1.589257
851,1.523744
852,1.532814
853,1.817840
854,1.520659
855,1.547760
856,1.478356
857,1.551310
858,1.549060
859,1.578633
860,1.628067
861,1.806462
862,1.441505
863,1.670670
864,1.747083
865,1.640486
866,1.747324
867,1.683360
868,1.743368
869,1.510489
870,1.768607
871,1.627629
872,1.519373
873,1.469967
874,1.563591
875,1.502309
876,1.595282
877,1.508998
878,1.530100
879,1.490863
880,1.470234
881,1.529851
882,1.655352
883,1.398837
884,1.491444
885,1.525664
886,1.438482
887,1.613024
888,1.540160
889,1.683386
890,1.502084
891,1.614567
892,1.512193
893,1.399591
894,1.473754
895,1.556777
896,1.675191
897,1.614586
898,1.444956
899,1.359091
900,1.595106
901,1.464402
902,1.470009
903,1.563886
904,1.550734
905,1.684390
906,1.742836
907,1.497294
908,1.470116
909,1.670811
910,1.690039
911,1.735437
912,1.667303
913,1.491904
914,1.573260
915,1.770981
916,1.846246
917,1.629791
918,1.655956
919,1.824321
920,1.576297
921,1.692788
922,1.484638
923,1.690512
924,1.509111
925,1.537738
926,1.612869
927,1.656392
928,1.737362
929,1.594767
930,1.536523
931,1.564875
932,1.523822
933,1.536266
934,1.568643
935,1.417348
936,1.582763
937,1.443989
938,1.517249
939,1.590402
940,1.646796
941,1.429529
942,1.456714
943,1.752327
944,1.688294
945,1.692083
946,1.723763
947,1.429477
948,1.560056
949,1.519068
950,1.529372
951,1.634335
952,1.582646
953,1.519514
954,1.467442
955,1.404444
956,1.533128
957,1.468137
958,1.547018
959,1.584133
960,1.677611
961,1.586285
962,1.653878
963,1.519716
964,1.591407
965,1.626738
966,1.574067
967,1.718195
968,1.532673
969,1.712532
970,1.739390
971,1.576232
972,1.474217
973,1.468028
974,1.524351
975,1.491186
976,1.526816
977,1.506786
978,1.707221
979,1.625722
980,1.695191
981,1.586321
982,1.587866
983,1.574751
984,1.512993
985,1.727740
986,1.578220
987,1.677121
988,1.711005
989,1.373235
990,1.583236
991,1.542936
992,1.599093
993,1.659737
994,1.610857
995,1.662562
996,1.626410
997,1.576425
998,1.604977
999,1.635591
1000,1.782419
1001,1.696636
1002,1.594783
1003,1.471926
1004,1.611151
1005,1.661111
1006,1.703643
1007,1.720039
1008,1.651038
1009,1.663199
1010,1.620623
1011,1.637197
1012,1.714396
1013,1.592017
1014,1.583040
1015,1.756897
1016,1.759842
1017,1.682167
1018,1.577715
1019,1.682829
1020,1.561496
1021,1.822533
1022,1.538250
1023,1.564425
1024,1.528094
1025,1.623579
1026,1.584664
1027,1.526053
1028,1.560875
1029,1.501691
1030,1.567055
1031,1.522206
1032,1.652714
1033,1.532670
1034,1.805959
1035,1.559398
1036,1.604633
1037,1.693268
1038,1.586420
1039,1.598945
1040,1.592216
