episode,step,reward
96,10,0.014178
96,11,0.197447
96,12,0.114058
96,13,0.014178
96,14,0.019341
96,15,0.216307
97,1,0.064902
97,2,0.101822
97,3,0.071993
97,4,0.080766
97,5,0.156862
97,6,0.163360
97,7,0.053766
97,8,0.186386
97,9,0.067612
97,10,0.160583
97,11,0.169635
97,12,0.114810
97,13,0.189843
97,14,0.129242
97,15,0.178220
98,1,0.197447
98,2,0.075140
98,3,0.095904
98,4,0.057814
98,5,0.051465
98,6,0.106571
98,7,0.148540
98,8,0.175202
98,9,0.139393
98,10,0.101995
98,11,0.147413
98,12,0.086105
98,13,0.153003
98,14,0.091139
98,15,0.051623
99,1,0.225319
99,2,0.071872
99,3,0.056799
99,4,0.135410
99,5,0.093747
99,6,0.197447
99,7,0.077393
99,8,0.184403
99,9,0.113855
99,10,0.123163
99,11,0.155832
99,12,0.117553
99,13,0.141565
99,14,0.036839
99,15,0.073249
100,1,0.121745
100,2,0.218182
100,3,0.131796
100,4,0.088126
100,5,0.183837
100,6,0.198039
100,7,0.160373
100,8,0.147915
100,9,0.070436
100,10,0.105939
100,11,0.028049
100,12,0.121745
100,13,0.125425
100,14,0.136864
100,15,0.050270
101,1,0.147413
101,2,0.111622
101,3,0.148595
101,4,0.242899
101,5,0.087181
101,6,0.204974
101,7,0.205406
101,8,0.107244
101,9,0.102920
101,10,0.189178
101,11,0.064956
101,12,0.058382
101,13,0.146138
101,14,0.065299
101,15,0.136792
102,1,0.116367
102,2,0.042002
102,3,0.024281
102,4,0.142828
102,5,0.067216
102,6,0.014025
102,7,0.193474
102,8,0.009217
102,9,0.137966
102,10,0.089212
102,11,0.164637
102,12,0.049142
102,13,0.150203
102,14,0.056804
102,15,0.057581
103,1,0.107149
103,2,0.089552
103,3,0.122161
103,4,0.139316
103,5,0.034321
103,6,0.051465
